ID,Region,District,Education,Gender_HH_Head,Age_HH_Head,Household_Size,Dependents,Livelihood_Main,Livelihood_Secondary,Crop,Yield,Farm_Size_Acres,Water_Source,Irrigation,Livestock_TLU,Food_Insecurity_Score,Food_Consumption_Score,Months_Food_Secure,Coping_Strategy_Index,Savings_UGX,Loan_UGX,Income_UGX,Expenditure_Food_Pct,Shocks_Last_Year,Assistance_Received
1130,Northern,Mbale,University,Male,49,5,0,Livestock,Subsistence Farming,Maize,0.5,5.5,Rain,No,1.5,5,101,7,7,609270,80989,226456,80,Price Rise,Cash
1131,Central,Mbale,Secondary,Female,22,6,3,Fishing,Salaried Employment,Beans,0.5,3.5,Borehole,Yes,0.4,4,92,9,11,45177,246416,625583,48,None,None
1132,Central,Gulu,Secondary,Male,52,8,0,Commercial Farming,Small Business,Maize,3.34,4.3,Rain,No,3.5,10,73,9,33,913105,451947,2995049,84,Drought,None
1133,Western,Kampala,Primary,Female,66,5,4,Subsistence Farming,Casual Labor,Coffee,6.37,5.1,Rain,Yes,1.8,5,103,2,19,823059,180458,82589,82,None,None
1134,Western,Mbarara,None,Male,63,3,1,Small Business,Small Business,Maize,0.5,4.6,Rain,No,0.7,1,105,3,34,559509,225925,257872,49,None,None
1135,Eastern,Kampala,Primary,Male,26,5,0,Boda Boda,Subsistence Farming,Beans,0.5,0.9,Borehole,No,5.1,4,91,9,32,865776,283473,485920,80,Price Rise,Food
1136,Eastern,Mbale,Primary,Female,30,5,0,Commercial Farming,Fishing,Coffee,1.71,2.2,Borehole,Yes,1.5,1,100,5,2,627105,472273,975969,60,Flood,None
1137,Central,Mbarara,Secondary,Male,61,6,2,Small Business,Charcoal Burning,Beans,0.5,2.8,Rain,No,1.1,9,67,9,34,812900,416519,333643,50,Price Rise,None
1138,Northern,Kampala,Secondary,Female,52,8,3,Boda Boda,Casual Labor,Beans,0.5,4.5,Rain,Yes,7.0,8,95,2,18,162507,275337,877741,75,Price Rise,Food
1139,Central,Mbale,None,Female,60,7,3,Fishing,Livestock,Beans,0.5,5.0,Borehole,No,5.9,2,76,11,16,589068,474304,250374,43,Drought,None
1140,Eastern,Mbale,Primary,Male,56,5,3,Boda Boda,Salaried Employment,Beans,0.5,5.8,Rain,Yes,0.6,6,93,3,25,663780,244343,545999,52,Price Rise,None
1141,Eastern,Kampala,Secondary,Female,66,6,1,Fishing,Livestock,Coffee,0.5,0.3,Borehole,Yes,3.9,1,106,4,30,801619,328480,832572,84,Price Rise,Cash
1142,Northern,Mbarara,Primary,Female,30,3,4,Small Business,Commercial Farming,Beans,0.5,1.3,Rain,No,1.7,4,105,11,12,110673,83130,683749,46,Drought,Cash
1143,Eastern,Mbarara,University,Male,57,5,4,Commercial Farming,Commercial Farming,Beans,5.12,1.3,Borehole,No,2.3,3,33,8,29,222849,471409,2940689,84,None,None
1144,Northern,Mbarara,Secondary,Male,58,6,1,Casual Labor,Charcoal Burning,Coffee,0.5,1.6,Borehole,Yes,2.8,4,62,4,28,442009,150803,127647,49,Price Rise,Cash
1145,Central,Mbale,Primary,Male,46,3,4,Casual Labor,Fishing,Beans,0.5,0.8,Borehole,Yes,7.1,3,42,12,0,764677,190710,812908,36,None,None
1146,Western,Mbarara,University,Male,40,7,2,Casual Labor,Commercial Farming,Coffee,0.5,4.9,Borehole,Yes,2.7,1,104,6,9,431229,44678,210168,42,Price Rise,None
1147,Central,Mbale,University,Female,56,10,0,Small Business,Boda Boda,Beans,0.5,2.8,Borehole,Yes,3.1,7,107,12,4,750360,391723,312342,37,None,Cash
1148,Eastern,Kampala,Primary,Female,42,7,4,Commercial Farming,Small Business,Maize,5.6,1.4,Rain,Yes,6.8,1,107,11,34,604198,352554,1949379,47,Drought,Food
1149,Central,Mbale,None,Female,33,3,1,Fishing,Casual Labor,Beans,0.5,1.8,Borehole,No,1.2,1,85,12,22,94779,255642,427007,35,Price Rise,Food
1150,Western,Mbarara,None,Male,49,8,1,Fishing,Livestock,Maize,0.5,2.0,Rain,No,1.0,8,53,5,6,285119,273846,414924,42,None,Cash
1151,Central,Mbale,None,Female,68,6,2,Boda Boda,Charcoal Burning,Maize,0.5,0.8,Rain,No,2.0,2,98,9,29,222470,187382,613172,77,None,None
1152,Western,Gulu,University,Female,35,9,4,Subsistence Farming,Salaried Employment,Beans,5.13,2.6,Rain,No,3.8,0,51,10,1,715853,311619,372369,57,None,Food
1153,Central,Mbale,Primary,Male,52,7,1,Commercial Farming,Casual Labor,Coffee,1.04,0.9,Borehole,No,5.8,3,75,2,13,451358,369899,2611235,47,None,None
1154,Eastern,Kampala,Secondary,Female,51,3,4,Fishing,Construction,Beans,0.5,3.7,Borehole,No,6.6,4,39,7,10,635209,385121,734419,65,Flood,Cash
1155,Eastern,Kampala,Primary,Female,59,6,0,Construction,Livestock,Maize,0.5,3.7,Rain,No,0.4,9,91,11,34,586550,320469,607001,82,Drought,None
1156,Central,Gulu,University,Male,49,6,0,Fishing,Charcoal Burning,Coffee,0.5,3.0,Rain,Yes,2.4,5,31,2,1,790470,159422,469857,68,None,Food
1157,Western,Kampala,University,Male,64,3,0,Charcoal Burning,Small Business,Coffee,0.5,1.1,Rain,Yes,3.6,5,26,11,23,37047,394605,233760,47,Price Rise,Food
1158,Northern,Kampala,University,Female,41,6,2,Salaried Employment,Subsistence Farming,Maize,0.5,0.7,Borehole,No,6.0,9,37,2,2,353748,404211,1682064,67,Drought,Food
1159,Northern,Mbarara,Primary,Female,44,8,2,Boda Boda,Fishing,Beans,0.5,4.3,Borehole,No,6.7,7,58,2,26,730555,226705,657305,50,Flood,None
1160,Northern,Gulu,University,Female,46,9,4,Small Business,Livestock,Coffee,0.5,0.4,Rain,No,2.4,9,42,7,8,386418,135558,530964,84,Price Rise,Cash
1161,Western,Kampala,Secondary,Male,69,4,1,Commercial Farming,Boda Boda,Beans,0.58,2.8,Rain,Yes,4.4,9,44,7,30,129307,290786,1507287,50,Flood,Food
1162,Western,Mbarara,None,Male,51,6,0,Livestock,Boda Boda,Beans,0.5,2.5,Rain,Yes,6.0,7,70,8,9,759865,342377,313708,56,Price Rise,Cash
1163,Western,Kampala,Primary,Female,64,10,4,Fishing,Boda Boda,Beans,0.5,1.7,Rain,No,0.6,1,107,12,0,549561,71306,716868,78,None,Cash
1164,Eastern,Gulu,Primary,Female,52,8,3,Fishing,Charcoal Burning,Maize,0.5,2.6,Borehole,No,2.8,4,103,4,30,907643,460545,635949,70,Price Rise,Food
1165,Central,Mbarara,None,Female,58,10,2,Commercial Farming,Casual Labor,Coffee,2.92,5.9,Borehole,Yes,4.3,3,50,3,29,518373,273820,2132953,84,Flood,Food
1166,Eastern,Mbale,Primary,Female,72,8,2,Subsistence Farming,Subsistence Farming,Beans,5.87,1.7,Borehole,Yes,0.3,8,31,9,6,161337,273987,402104,50,Flood,Cash
1167,Western,Mbarara,Primary,Female,34,7,3,Casual Labor,Boda Boda,Maize,0.5,5.2,Rain,No,3.2,8,62,7,34,525184,71925,683773,37,None,Cash
1168,Central,Gulu,Primary,Male,60,8,0,Boda Boda,Salaried Employment,Beans,0.5,4.6,Rain,No,2.5,7,68,7,11,58574,10709,212021,83,Drought,None
1169,Western,Gulu,University,Female,54,9,0,Fishing,Salaried Employment,Coffee,0.5,2.5,Rain,Yes,0.1,7,88,6,3,115229,144392,504648,83,None,None
1170,Central,Mbarara,Secondary,Male,56,6,2,Construction,Construction,Coffee,0.5,3.2,Rain,No,3.8,9,51,7,27,385795,479106,463715,63,Drought,Cash
1171,Central,Mbarara,None,Female,59,10,2,Charcoal Burning,Subsistence Farming,Beans,0.5,1.6,Borehole,No,4.7,1,64,2,7,832156,31616,547320,37,Drought,Food
1172,Eastern,Mbarara,University,Male,42,5,1,Boda Boda,Subsistence Farming,Maize,0.5,5.3,Rain,No,3.6,10,94,8,16,791520,419990,222324,72,Drought,None
1173,Eastern,Mbale,Secondary,Female,63,8,0,Small Business,Casual Labor,Maize,0.5,1.7,Borehole,No,3.5,4,49,8,18,733126,118164,148497,35,Price Rise,Food
1174,Central,Mbale,Primary,Male,26,3,2,Charcoal Burning,Livestock,Beans,0.5,3.4,Borehole,No,5.1,0,64,7,8,943483,358522,893777,50,None,Food
1175,Eastern,Kampala,Secondary,Male,55,7,4,Small Business,Livestock,Coffee,0.5,0.3,Borehole,Yes,4.5,2,40,8,20,635770,299962,550565,83,None,None
1176,Western,Mbarara,Primary,Female,27,5,1,Commercial Farming,Casual Labor,Coffee,4.25,1.3,Rain,No,7.1,1,85,6,33,317684,395891,1565366,73,Price Rise,Cash
1177,Western,Mbale,University,Male,20,4,2,Charcoal Burning,Casual Labor,Maize,0.5,4.4,Borehole,Yes,2.5,8,51,7,29,860129,316796,109509,35,Drought,Food
1178,Eastern,Mbarara,Secondary,Male,31,7,0,Commercial Farming,Small Business,Maize,3.03,3.2,Borehole,Yes,7.5,3,74,9,9,758970,223400,2479553,47,Drought,Cash
1179,Western,Mbale,Secondary,Male,19,6,1,Construction,Casual Labor,Maize,0.5,4.6,Rain,Yes,4.2,9,67,7,3,978722,148206,424785,84,Flood,Food
1180,Central,Mbale,Secondary,Female,34,3,4,Casual Labor,Construction,Beans,0.5,4.5,Borehole,Yes,2.6,1,91,5,29,777089,48204,193173,68,Price Rise,Food
1181,Northern,Kampala,University,Female,34,8,0,Casual Labor,Construction,Beans,0.5,2.0,Rain,No,7.5,4,83,9,5,121002,204477,798627,72,Drought,Cash
1182,Western,Mbale,Primary,Female,58,7,0,Charcoal Burning,Livestock,Maize,0.5,5.3,Borehole,No,0.7,9,44,2,16,775685,75213,431547,46,None,None
1183,Central,Mbarara,Secondary,Female,60,9,1,Livestock,Commercial Farming,Maize,0.5,4.4,Rain,Yes,7.3,2,51,6,16,907177,277788,369801,81,Drought,Food
1184,Central,Kampala,University,Male,38,5,1,Boda Boda,Small Business,Coffee,0.5,1.2,Rain,Yes,4.7,2,31,12,20,461788,419109,871915,60,Drought,Food
1185,Northern,Mbale,None,Male,39,3,0,Small Business,Casual Labor,Maize,0.5,4.7,Rain,No,1.1,6,25,8,17,97069,73011,196434,78,Flood,None
1186,Western,Mbarara,Secondary,Male,51,7,2,Boda Boda,Livestock,Maize,0.5,4.7,Rain,No,4.7,4,29,11,1,606884,86946,501615,46,Drought,Food
1187,Central,Kampala,University,Male,71,7,2,Commercial Farming,Casual Labor,Maize,4.47,5.8,Borehole,No,4.6,5,43,4,16,833418,48428,1166082,47,Price Rise,None
1188,Eastern,Mbale,Primary,Female,41,7,3,Casual Labor,Fishing,Coffee,0.5,3.5,Rain,Yes,0.3,9,111,5,29,31840,393455,131423,48,Price Rise,None
1189,Eastern,Kampala,University,Female,48,9,2,Construction,Fishing,Maize,0.5,2.5,Rain,Yes,5.9,6,89,4,21,721437,398900,464467,64,Drought,Cash
1190,Central,Kampala,Secondary,Female,40,9,4,Boda Boda,Construction,Maize,0.5,0.3,Borehole,Yes,2.6,1,22,11,28,255105,95536,463341,81,Price Rise,None
1191,Central,Mbale,None,Female,43,5,1,Subsistence Farming,Boda Boda,Coffee,1.3,1.1,Borehole,No,3.9,6,50,12,34,943635,104262,344166,35,Flood,Cash
1192,Northern,Gulu,University,Male,23,3,1,Commercial Farming,Fishing,Coffee,0.68,1.8,Rain,No,6.8,9,59,8,21,101503,82498,787195,36,Flood,None
1193,Eastern,Mbale,Primary,Female,51,4,2,Fishing,Casual Labor,Maize,0.5,1.1,Borehole,No,7.3,10,77,5,1,518798,298984,690894,80,Price Rise,None
1194,Northern,Gulu,Primary,Female,63,9,4,Construction,Fishing,Coffee,0.5,0.9,Rain,No,5.0,6,24,4,19,526735,141284,898618,83,Flood,None
1195,Central,Mbarara,Secondary,Female,19,10,4,Construction,Subsistence Farming,Beans,0.5,1.1,Rain,No,5.7,6,48,3,10,906146,452227,257745,61,None,None
1196,Central,Mbarara,Secondary,Male,32,4,1,Boda Boda,Casual Labor,Beans,0.5,4.4,Rain,Yes,7.0,6,85,8,34,102561,313596,294194,52,Drought,None
1197,Eastern,Mbarara,University,Male,32,5,2,Commercial Farming,Fishing,Beans,3.5,4.7,Borehole,No,4.1,1,110,9,21,21439,344957,2624439,49,None,Food
1198,Eastern,Gulu,None,Male,59,6,3,Subsistence Farming,Fishing,Coffee,3.88,5.7,Borehole,No,1.8,3,74,9,30,768813,335203,409775,59,Price Rise,Cash
1199,Eastern,Kampala,Secondary,Female,45,10,1,Casual Labor,Boda Boda,Maize,0.5,5.1,Borehole,No,5.1,4,99,5,24,498977,487561,765346,57,None,Food
1200,Northern,Mbarara,Secondary,Female,33,5,3,Livestock,Construction,Maize,0.5,2.0,Borehole,No,2.5,9,83,4,20,363550,408775,623916,43,Price Rise,None
1201,Eastern,Gulu,Secondary,Male,38,8,1,Boda Boda,Livestock,Maize,0.5,3.2,Rain,No,6.1,4,99,11,16,90655,27252,315477,43,Drought,Cash
1202,Western,Kampala,Secondary,Male,52,4,3,Salaried Employment,Construction,Beans,0.5,0.6,Borehole,No,5.5,1,66,8,31,757716,38574,2044864,68,Drought,Cash
1203,Eastern,Kampala,Primary,Male,30,7,1,Charcoal Burning,Construction,Beans,0.5,5.6,Borehole,Yes,7.9,5,83,6,24,935592,68622,144109,59,Flood,Food
1204,Northern,Kampala,None,Female,25,5,2,Salaried Employment,Boda Boda,Coffee,0.5,0.9,Borehole,No,6.2,1,103,8,7,848007,468402,2501137,72,None,None
1205,Northern,Mbarara,Primary,Male,22,9,1,Charcoal Burning,Construction,Beans,0.5,0.3,Rain,No,7.7,10,24,12,25,38526,102597,399188,40,None,Food
1206,Western,Mbarara,Primary,Male,71,2,4,Casual Labor,Small Business,Maize,0.5,4.9,Borehole,No,3.0,3,58,11,4,716026,388336,430763,61,None,Cash
1207,Northern,Kampala,None,Male,68,9,4,Casual Labor,Commercial Farming,Beans,0.5,0.4,Rain,Yes,3.8,3,75,9,2,824020,80802,861135,47,Flood,None
1208,Central,Mbale,Primary,Male,44,8,1,Fishing,Salaried Employment,Maize,0.5,1.2,Rain,No,1.1,10,100,10,2,634807,226896,891892,51,None,Food
1209,Western,Kampala,University,Female,35,4,1,Salaried Employment,Subsistence Farming,Coffee,0.5,1.0,Borehole,No,0.3,6,78,9,18,86383,187961,2875328,76,None,Cash
1210,Northern,Mbale,Primary,Female,19,4,3,Boda Boda,Boda Boda,Beans,0.5,2.8,Rain,No,2.0,6,83,2,32,55974,245401,160095,39,Flood,None
1211,Northern,Mbarara,Primary,Female,68,8,4,Charcoal Burning,Charcoal Burning,Coffee,0.5,1.3,Borehole,Yes,7.2,3,96,11,7,618146,219257,335630,59,None,Food
1212,Northern,Mbarara,Primary,Male,59,8,4,Small Business,Small Business,Coffee,0.5,1.6,Borehole,Yes,5.1,0,62,8,13,353102,480180,851758,44,Price Rise,Food
1213,Northern,Gulu,Secondary,Female,61,5,0,Commercial Farming,Subsistence Farming,Coffee,2.56,2.4,Borehole,No,3.8,2,73,5,15,682080,35557,1098261,48,Flood,Cash
1214,Central,Mbarara,Secondary,Female,38,8,4,Boda Boda,Casual Labor,Coffee,0.5,2.7,Borehole,Yes,5.6,10,95,4,16,487449,320107,216287,53,Flood,None
1215,Central,Mbarara,University,Male,51,7,1,Commercial Farming,Boda Boda,Coffee,2.41,4.2,Rain,No,7.4,3,33,6,16,924004,348422,2375843,74,Price Rise,None
1216,Western,Gulu,Primary,Male,38,9,2,Charcoal Burning,Subsistence Farming,Maize,0.5,2.0,Borehole,Yes,7.6,10,89,9,13,880662,114439,464765,35,None,Food
1217,Eastern,Gulu,University,Female,62,4,1,Salaried Employment,Salaried Employment,Beans,0.5,1.2,Rain,Yes,1.0,7,99,8,4,13761,419957,1088564,76,Drought,Food
1218,Western,Mbale,University,Female,42,8,1,Subsistence Farming,Construction,Maize,2.02,4.5,Borehole,Yes,0.5,8,39,3,20,367981,499733,166013,74,None,Cash
1219,Northern,Kampala,Secondary,Female,53,8,0,Salaried Employment,Small Business,Coffee,0.5,3.9,Borehole,Yes,6.7,7,27,5,1,691809,162729,2401330,65,Flood,None
1220,Northern,Kampala,Secondary,Female,33,7,4,Commercial Farming,Subsistence Farming,Maize,1.34,1.5,Borehole,Yes,1.5,8,75,6,0,607856,409753,2705412,82,None,Food
1221,Northern,Mbarara,Primary,Male,37,2,1,Casual Labor,Boda Boda,Beans,0.5,1.9,Borehole,No,2.2,3,69,4,3,58423,394504,382858,55,Price Rise,Cash
1222,Eastern,Mbale,Secondary,Female,67,10,0,Fishing,Charcoal Burning,Maize,0.5,3.5,Borehole,Yes,6.7,2,50,11,32,877393,60167,720876,64,Flood,Food
1223,Central,Mbale,University,Male,31,7,0,Livestock,Small Business,Coffee,0.5,0.2,Rain,No,3.3,0,57,4,17,421672,67774,307593,71,Drought,None
1224,Western,Gulu,Secondary,Female,34,10,4,Livestock,Fishing,Maize,0.5,5.3,Borehole,Yes,7.1,7,106,8,7,406107,183559,275658,55,Drought,None
1225,Northern,Gulu,Primary,Male,26,8,3,Boda Boda,Fishing,Coffee,0.5,1.0,Rain,No,0.0,6,77,4,23,764260,278721,562363,62,Drought,Food
1226,Eastern,Gulu,University,Female,52,7,2,Small Business,Commercial Farming,Maize,0.5,0.7,Borehole,No,0.0,1,104,11,24,883031,87342,318107,37,Price Rise,Cash
1227,Western,Mbarara,Secondary,Female,32,4,4,Commercial Farming,Livestock,Maize,6.07,2.5,Rain,No,7.1,6,28,11,18,121916,45657,2990180,77,Flood,Cash
1228,Western,Mbarara,Secondary,Female,23,3,4,Charcoal Burning,Boda Boda,Beans,0.5,5.2,Borehole,Yes,7.6,6,53,11,4,260760,486592,711477,39,Drought,None
1229,Northern,Gulu,Primary,Male,72,2,2,Livestock,Charcoal Burning,Coffee,0.5,2.2,Rain,No,0.0,9,57,6,22,55207,176502,862124,48,None,Cash
1230,Eastern,Mbarara,Primary,Male,22,9,2,Fishing,Commercial Farming,Beans,0.5,1.8,Rain,No,1.1,10,36,7,15,94369,102006,551303,80,Price Rise,Cash
1231,Northern,Kampala,University,Female,27,3,2,Salaried Employment,Salaried Employment,Beans,0.5,0.6,Rain,Yes,7.5,9,31,4,21,225979,369998,1001080,49,Flood,None
1232,Northern,Mbale,University,Male,25,2,3,Casual Labor,Boda Boda,Coffee,0.5,3.2,Borehole,No,4.6,5,85,3,18,520618,186976,135823,43,None,Cash
1233,Western,Gulu,Primary,Female,27,8,1,Subsistence Farming,Construction,Coffee,2.61,2.8,Rain,No,7.6,0,50,10,6,760594,297916,518331,74,Flood,Food
1234,Eastern,Mbale,Secondary,Male,64,4,2,Casual Labor,Small Business,Maize,0.5,1.1,Rain,Yes,6.9,7,83,3,28,204504,392719,140908,55,Drought,None
1235,Eastern,Kampala,None,Female,42,10,3,Construction,Boda Boda,Coffee,0.5,2.2,Rain,No,7.2,3,88,4,4,572824,188371,343873,67,Price Rise,Food
1236,Northern,Kampala,None,Male,28,5,1,Livestock,Charcoal Burning,Beans,0.5,0.8,Rain,No,8.0,5,110,8,6,521930,486932,657420,60,Flood,Food
1237,Western,Gulu,University,Male,53,8,1,Boda Boda,Boda Boda,Coffee,0.5,3.1,Borehole,No,6.4,7,58,4,30,90351,106264,754854,42,Flood,Food
1238,Eastern,Mbarara,Primary,Female,30,2,2,Fishing,Subsistence Farming,Coffee,0.5,3.8,Borehole,No,1.6,8,95,8,16,638327,234614,795498,45,Flood,Food
1239,Western,Mbale,University,Female,41,8,1,Salaried Employment,Casual Labor,Coffee,0.5,4.6,Borehole,No,6.7,7,47,12,15,771386,296667,3497595,80,Drought,None
1240,Northern,Gulu,None,Female,68,2,3,Charcoal Burning,Boda Boda,Beans,0.5,3.4,Rain,Yes,6.9,7,110,10,1,90872,450744,481551,56,Drought,Cash
1241,Eastern,Mbarara,Secondary,Male,50,8,1,Casual Labor,Casual Labor,Maize,0.5,3.6,Rain,No,3.5,1,78,2,14,575285,147321,339662,55,None,Food
1242,Western,Mbale,University,Male,70,3,3,Commercial Farming,Subsistence Farming,Coffee,4.6,1.6,Rain,Yes,0.0,9,103,2,30,962526,8885,1617837,39,None,Food
1243,Western,Kampala,None,Male,52,6,4,Small Business,Commercial Farming,Maize,0.5,4.1,Borehole,Yes,6.1,6,93,2,20,710630,314627,407516,48,Flood,Cash
1244,Western,Kampala,None,Male,57,4,4,Boda Boda,Casual Labor,Maize,0.5,2.9,Borehole,Yes,1.2,10,111,2,4,734358,475400,292106,69,Drought,Cash
1245,Eastern,Kampala,Primary,Male,55,7,4,Construction,Subsistence Farming,Maize,0.5,5.6,Rain,No,3.4,5,110,12,2,568659,193365,664420,47,Flood,None
1246,Central,Mbarara,Primary,Female,47,8,2,Salaried Employment,Commercial Farming,Maize,0.5,5.5,Borehole,Yes,2.3,7,42,8,20,726023,365989,2364428,75,Flood,Food
1247,Central,Kampala,Secondary,Male,58,2,0,Casual Labor,Commercial Farming,Maize,0.5,3.2,Rain,Yes,7.4,4,24,5,26,490979,313130,183074,59,Flood,Food
1248,Central,Gulu,Secondary,Female,46,3,2,Charcoal Burning,Small Business,Maize,0.5,2.9,Rain,Yes,6.5,4,54,12,31,91879,434682,797020,63,Price Rise,None
1249,Central,Kampala,None,Male,49,8,3,Boda Boda,Fishing,Beans,0.5,2.3,Rain,No,6.1,7,82,4,11,337859,448002,508159,78,Flood,None
1250,Eastern,Mbarara,Secondary,Male,64,4,0,Boda Boda,Construction,Beans,0.5,0.4,Borehole,No,3.1,0,73,11,34,739539,457529,237699,77,Price Rise,Food
1251,Eastern,Kampala,None,Female,63,7,4,Charcoal Burning,Small Business,Coffee,0.5,0.8,Rain,No,1.6,5,80,6,29,847909,394692,700974,82,Price Rise,Cash
1252,Northern,Mbarara,Secondary,Female,35,9,0,Commercial Farming,Casual Labor,Maize,3.91,5.0,Borehole,Yes,2.1,3,44,7,10,916191,480829,1752232,36,None,None
1253,Northern,Gulu,Primary,Male,19,5,0,Fishing,Boda Boda,Maize,0.5,2.9,Borehole,No,4.1,1,48,9,27,953739,25335,764087,80,None,None
1254,Eastern,Mbale,University,Female,53,9,3,Boda Boda,Salaried Employment,Coffee,0.5,2.3,Borehole,Yes,3.9,5,37,6,14,957727,210977,119554,59,Flood,Cash
1255,Northern,Kampala,Secondary,Female,73,4,1,Fishing,Commercial Farming,Maize,0.5,2.0,Borehole,Yes,1.9,2,84,9,10,836982,161947,359112,54,Flood,Cash
1256,Western,Gulu,University,Female,36,7,0,Boda Boda,Casual Labor,Beans,0.5,4.8,Rain,No,2.5,7,108,3,11,815012,407680,599003,74,Flood,Cash
1257,Central,Mbarara,Secondary,Female,69,9,4,Charcoal Burning,Construction,Maize,0.5,1.5,Rain,No,5.3,6,45,3,18,986350,329977,405910,84,None,None
1258,Western,Kampala,None,Female,49,3,2,Commercial Farming,Fishing,Maize,2.08,1.1,Rain,Yes,7.8,2,89,12,14,220121,136481,1204602,78,None,Cash
1259,Northern,Mbarara,None,Female,37,2,2,Casual Labor,Charcoal Burning,Maize,0.5,0.7,Rain,No,2.1,3,62,3,27,680446,339175,532859,82,Price Rise,None
1260,Central,Kampala,University,Female,37,10,1,Commercial Farming,Salaried Employment,Maize,1.7,1.7,Borehole,Yes,2.0,9,62,9,0,85456,462943,2887676,55,Drought,Food
1261,Central,Mbarara,University,Female,41,2,3,Salaried Employment,Salaried Employment,Beans,0.5,4.8,Borehole,No,6.6,8,53,10,12,444231,287080,1390635,51,Drought,Food
1262,Northern,Gulu,University,Female,63,9,1,Fishing,Boda Boda,Coffee,0.5,6.0,Borehole,No,2.1,6,107,4,12,340119,369370,276821,80,Drought,None
1263,Central,Mbarara,University,Female,71,3,4,Small Business,Fishing,Coffee,0.5,2.8,Rain,No,0.7,4,38,10,16,893260,44069,464686,72,Drought,None
1264,Eastern,Kampala,University,Male,36,3,3,Small Business,Boda Boda,Beans,0.5,3.4,Borehole,No,3.5,3,62,2,27,913367,278895,610255,61,None,Cash
1265,Eastern,Mbale,Primary,Male,72,8,3,Commercial Farming,Charcoal Burning,Beans,2.91,3.7,Borehole,No,1.9,10,80,8,11,170968,130814,685107,60,Price Rise,Cash
1266,Northern,Mbarara,Secondary,Male,26,7,2,Commercial Farming,Charcoal Burning,Coffee,3.38,2.8,Borehole,Yes,5.7,9,48,9,14,187987,279963,1103250,70,Price Rise,Cash
1267,Eastern,Kampala,Primary,Female,26,3,0,Boda Boda,Subsistence Farming,Beans,0.5,5.0,Rain,Yes,2.2,8,66,3,12,374413,371354,477426,75,Price Rise,None
1268,Eastern,Gulu,Secondary,Male,69,5,2,Charcoal Burning,Commercial Farming,Coffee,0.5,4.8,Borehole,No,5.0,9,76,12,30,443878,317374,111545,51,Price Rise,Food
1269,Central,Mbale,Secondary,Female,45,4,0,Livestock,Livestock,Maize,0.5,5.7,Borehole,Yes,5.7,2,91,3,11,812954,53479,510823,59,None,None
1270,Eastern,Kampala,None,Male,44,9,1,Commercial Farming,Fishing,Maize,0.88,0.7,Rain,Yes,5.1,0,105,5,28,685969,200881,2217118,73,Drought,None
1271,Northern,Gulu,Primary,Male,42,4,1,Subsistence Farming,Subsistence Farming,Coffee,2.38,2.0,Borehole,Yes,3.6,3,82,7,22,716975,200385,546026,65,Drought,Cash
1272,Central,Mbarara,University,Female,66,6,4,Small Business,Boda Boda,Beans,0.5,2.2,Borehole,No,1.9,5,21,12,5,271093,104053,348085,72,None,None
1273,Western,Mbale,University,Female,59,5,0,Salaried Employment,Fishing,Coffee,0.5,5.9,Borehole,Yes,1.5,10,35,11,20,929737,295202,3913150,52,Flood,Food
1274,Northern,Gulu,University,Female,35,4,1,Fishing,Casual Labor,Beans,0.5,5.8,Rain,Yes,8.0,4,70,11,20,750794,461950,429289,65,None,None
1275,Northern,Mbarara,None,Female,31,10,4,Casual Labor,Subsistence Farming,Coffee,0.5,5.7,Borehole,Yes,7.6,8,92,8,26,886155,280156,179216,80,Flood,Food
1276,Northern,Mbarara,None,Female,63,3,4,Fishing,Subsistence Farming,Beans,0.5,2.3,Rain,Yes,1.1,1,70,12,28,398091,467522,550042,61,Drought,Food
1277,Eastern,Mbale,None,Female,58,5,3,Casual Labor,Small Business,Maize,0.5,2.2,Borehole,No,7.0,8,71,4,21,7696,367162,191429,61,None,None
1278,Northern,Gulu,Secondary,Female,49,4,1,Small Business,Fishing,Beans,0.5,1.9,Rain,Yes,2.0,5,22,6,4,547023,54878,426652,48,None,Cash
1279,Northern,Kampala,Primary,Female,29,3,0,Charcoal Burning,Commercial Farming,Maize,0.5,0.9,Borehole,Yes,4.9,0,90,6,13,179058,403075,797930,69,Flood,Food
1280,Eastern,Mbale,Primary,Male,59,8,0,Commercial Farming,Commercial Farming,Beans,2.53,1.6,Rain,Yes,2.6,6,24,11,8,13210,125793,980117,42,Price Rise,None
1281,Northern,Kampala,Secondary,Female,49,8,1,Commercial Farming,Fishing,Maize,4.88,2.9,Borehole,Yes,1.4,0,78,2,22,570439,415886,1938831,71,Flood,None
1282,Central,Mbale,Secondary,Male,74,5,4,Casual Labor,Small Business,Maize,0.5,1.1,Rain,Yes,5.2,3,102,6,3,724432,482965,795684,42,Flood,None
1283,Western,Kampala,Primary,Female,34,6,1,Casual Labor,Salaried Employment,Maize,0.5,4.8,Rain,Yes,4.5,4,48,11,22,762338,376973,214697,37,Drought,None
1284,Eastern,Mbarara,Secondary,Female,46,8,4,Subsistence Farming,Livestock,Maize,3.19,1.6,Rain,Yes,1.4,4,108,3,34,390375,307682,522212,38,Flood,None
1285,Western,Mbarara,Secondary,Male,40,3,1,Livestock,Subsistence Farming,Maize,0.5,4.1,Borehole,No,1.4,1,30,9,26,896759,492539,866024,80,None,Cash
1286,Western,Mbarara,Primary,Male,47,5,3,Commercial Farming,Commercial Farming,Coffee,2.16,3.7,Rain,Yes,4.8,4,101,3,31,404381,339117,1868331,54,Drought,None
