ID,Item_Code,Region,District,Warehouse,Education,Category,Item_Name,Crop,Unit,Water_Source,Irrigation,Stock_On_Hand,Stock_Reserved,Stock_Available,Yield,Unit_Cost_UGX,Total_Value_UGX,Min_Stock_Level,Max_Stock_Level,Status,Last_Stock_In,Last_Stock_Out,Expiry_Date,Donor,Income_UGX
699,HEA-1359,Western,Yumbe,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,3828,574,3253,90015,23515,90015420,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,90015420
700,SHE-1360,Eastern,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,3145,471,2673,149645,47582,149645390,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,149645390
701,FOO-1361,Western,Gulu,Food Warehouse,Primary,Food,Rice,Rice,Kit,Borehole,No,4702,705,3996,36746,7815,36746130,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,36746130
702,HEA-1362,Northern,Yumbe,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,3445,516,2928,161801,46967,161801315,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,161801315
703,HEA-1363,Eastern,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,870,130,739,41238,47400,41238000,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,41238000
704,HEA-1364,Central,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,2980,447,2533,134269,45057,134269860,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,134269860
705,AGR-1365,Western,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1301,195,1105,64236,49375,64236875,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,64236875
706,AGR-1366,Northern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,1280,192,1088,29172,22791,29172480,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,29172480
707,WAS-1367,Eastern,Gulu,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,3283,492,2790,39034,11890,39034870,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,39034870
708,HEA-1368,Western,Kampala,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,36,5,30,663,18438,663768,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,WFP,663768
709,FOO-1369,Northern,Gulu,Food Warehouse,Primary,Food,Beans,Beans,Kit,Borehole,No,2382,357,2024,76443,32092,76443144,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,76443144
710,WAS-1370,Central,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,859,128,730,27464,31973,27464807,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,27464807
711,AGR-1371,Eastern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,3529,529,2999,158173,44821,158173309,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,158173309
712,NFI-1372,Central,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,1459,218,1240,27489,18841,27489019,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,27489019
713,SHE-1373,Central,Kampala,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,246,36,209,8685,35308,8685768,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,8685768
714,HEA-1374,Eastern,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,2767,415,2351,10370,3748,10370716,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,10370716
715,HEA-1375,Central,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,3405,510,2894,66812,19622,66812910,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,66812910
716,NFI-1376,Western,Gulu,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,2464,369,2094,71120,28864,71120896,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,71120896
717,WAS-1377,Northern,Kampala,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,2442,366,2075,10366,4245,10366290,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,10366290
718,NFI-1378,Northern,Kampala,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,2444,366,2077,54542,22317,54542748,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,54542748
719,AGR-1379,Western,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,611,91,519,6797,11126,6797986,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,6797986
720,SHE-1380,Western,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,4278,641,3636,208719,48789,208719342,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,208719342
721,SHE-1381,Northern,Mbarara,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,3922,588,3333,190554,48586,190554292,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,190554292
722,NFI-1382,Western,Kampala,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,1879,281,1597,73876,39317,73876643,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,73876643
723,AGR-1383,Western,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kit,Borehole,No,4347,652,3694,23647,5440,23647680,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,23647680
724,SHE-1384,Central,Yumbe,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,847,127,719,39482,46615,39482905,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,39482905
725,NFI-1385,Northern,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,3148,472,2675,84445,26825,84445100,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,84445100
726,SHE-1386,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,709,106,602,17583,24800,17583200,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,17583200
727,FOO-1387,Northern,Kampala,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,2843,426,2416,98256,34561,98256923,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,98256923
728,HEA-1388,Eastern,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,819,122,696,12642,15437,12642903,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,12642903
729,SHE-1389,Central,Gulu,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,1704,255,1448,57007,33455,57007320,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,57007320
730,HEA-1390,Eastern,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,2915,437,2477,92399,31698,92399670,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,92399670
731,WAS-1391,Central,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,3161,474,2686,88555,28015,88555415,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,88555415
732,NFI-1392,Northern,Gulu,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,543,81,461,14046,25869,14046867,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,14046867
733,FOO-1393,Eastern,Yumbe,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,2692,403,2288,30896,11477,30896084,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,30896084
734,HEA-1394,Eastern,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,407,61,345,15463,37993,15463151,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,15463151
735,HEA-1395,Eastern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,2764,414,2349,135325,48960,135325440,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,135325440
736,SHE-1396,Central,Mbarara,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,902,135,766,17147,19010,17147020,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,17147020
737,SHE-1397,Eastern,Yumbe,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,1400,210,1190,34834,24882,34834800,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,34834800
738,HEA-1398,Northern,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,1520,228,1292,53426,35149,53426480,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,53426480
739,WAS-1399,Northern,Yumbe,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,3135,470,2664,58749,18740,58749900,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,58749900
740,SHE-1400,Central,Yumbe,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,4808,721,4086,163645,34036,163645088,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,163645088
741,FOO-1401,Central,Kampala,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,4693,703,3989,97192,20710,97192030,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,97192030
742,FOO-1402,Northern,Yumbe,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,2563,384,2178,124953,48753,124953939,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,124953939
743,FOO-1403,Eastern,Mbarara,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Pcs,Borehole,No,2288,343,1944,21363,9337,21363056,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,21363056
744,HEA-1404,Central,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,1869,280,1588,86415,46236,86415084,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,86415084
745,AGR-1405,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,4496,674,3821,33274,7401,33274896,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,33274896
746,FOO-1406,Northern,Yumbe,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,4089,613,3475,38910,9516,38910924,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,38910924
747,FOO-1407,Northern,Yumbe,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,3586,537,3048,166462,46420,166462120,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,166462120
748,AGR-1408,Northern,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,163,24,138,7161,43935,7161405,200,3000,Low,2024-06-01,2024-08-15,N/A,UNICEF,7161405
749,HEA-1409,Northern,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,1622,243,1378,16169,9969,16169718,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,16169718
750,AGR-1410,Northern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,3450,517,2932,99484,28836,99484200,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,99484200
751,NFI-1411,Western,Kampala,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,1465,219,1245,48689,33235,48689275,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,48689275
752,SHE-1412,Eastern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,1939,290,1648,17485,9018,17485902,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,17485902
753,FOO-1413,Northern,Mbarara,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,4190,628,3561,37563,8965,37563350,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,37563350
754,AGR-1414,Central,Mbarara,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kg,Borehole,No,1984,297,1686,17488,8815,17488960,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,17488960
755,WAS-1415,Central,Mbarara,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,2697,404,2292,127535,47288,127535736,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,127535736
756,AGR-1416,Eastern,Gulu,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kg,Borehole,No,2158,323,1834,106905,49539,106905162,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,106905162
757,SHE-1417,Western,Kampala,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,4104,615,3488,51882,12642,51882768,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,51882768
758,HEA-1418,Western,Kampala,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,1957,293,1663,37208,19013,37208441,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,37208441
759,FOO-1419,Northern,Mbarara,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,2291,343,1947,57627,25154,57627814,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,57627814
760,NFI-1420,Central,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,4203,630,3572,18896,4496,18896688,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,18896688
761,WAS-1421,Western,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,1227,184,1042,54688,44571,54688617,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,54688617
762,FOO-1422,Western,Yumbe,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,427,64,362,19562,45814,19562578,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,19562578
763,AGR-1423,Western,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,668,100,567,22552,33761,22552348,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,22552348
764,WAS-1424,Central,Gulu,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,3911,586,3324,147589,37737,147589407,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,147589407
765,HEA-1425,Central,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,3777,566,3210,104993,27798,104993046,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,104993046
766,NFI-1426,Northern,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,3046,456,2589,49390,16215,49390890,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,49390890
767,FOO-1427,Central,Kampala,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,260,39,221,8696,33449,8696740,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,8696740
768,FOO-1428,Western,Gulu,Food Warehouse,Primary,Food,Rice,Rice,Kg,Borehole,No,2887,433,2453,89473,30992,89473904,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,89473904
769,FOO-1429,Eastern,Yumbe,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Pcs,Borehole,No,3139,470,2668,145552,46369,145552291,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,145552291
770,HEA-1430,Northern,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,4339,650,3688,33271,7668,33271452,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,33271452
771,HEA-1431,Western,Yumbe,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,4973,745,4227,237928,47844,237928212,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,237928212
772,SHE-1432,Eastern,Kampala,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,2807,421,2385,25810,9195,25810365,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,25810365
773,WAS-1433,Northern,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,3727,559,3167,99488,26694,99488538,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,99488538
774,FOO-1434,Western,Kampala,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,2611,391,2219,24115,9236,24115196,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,24115196
775,SHE-1435,Eastern,Mbarara,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,1932,289,1642,8421,4359,8421588,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,8421588
776,NFI-1436,Northern,Yumbe,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,596,89,506,19676,33015,19676940,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,19676940
777,NFI-1437,Western,Mbarara,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,873,130,742,32639,37388,32639724,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,32639724
778,HEA-1438,Northern,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,580,87,493,14525,25044,14525520,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,14525520
779,SHE-1439,Eastern,Yumbe,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,4429,664,3764,174152,39321,174152709,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,174152709
780,NFI-1440,Central,Gulu,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,1005,150,854,43992,43774,43992870,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,43992870
781,FOO-1441,Eastern,Kampala,Food Warehouse,Secondary,Food,Beans,Beans,Kg,Borehole,No,4667,700,3966,47556,10190,47556730,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,47556730
782,HEA-1442,Central,Gulu,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,3850,577,3272,131115,34056,131115600,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,131115600
783,FOO-1443,Northern,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Pcs,Borehole,No,81,12,68,2558,31581,2558061,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,UNICEF,2558061
784,FOO-1444,Western,Yumbe,Food Warehouse,Primary,Food,Beans,Beans,Pcs,Borehole,No,3207,481,2725,25585,7978,25585446,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,25585446
785,HEA-1445,Northern,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,4940,741,4199,109786,22224,109786560,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,109786560
786,SHE-1446,Northern,Mbarara,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,3709,556,3152,82350,22203,82350927,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,82350927
787,AGR-1447,Northern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,1285,192,1092,63832,49675,63832375,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,63832375
788,SHE-1448,Eastern,Mbarara,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,4818,722,4095,54510,11314,54510852,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,54510852
789,HEA-1449,Northern,Gulu,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,3837,575,3261,49827,12986,49827282,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,49827282
790,FOO-1450,Eastern,Yumbe,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,4182,627,3554,47954,11467,47954994,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,47954994
791,AGR-1451,Central,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,1600,240,1360,4480,2800,4480000,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,4480000
792,FOO-1452,Western,Mbarara,Food Warehouse,Secondary,Food,Beans,Beans,Kit,Borehole,No,3505,525,2979,116954,33368,116954840,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,116954840
793,HEA-1453,Eastern,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,4199,629,3569,108934,25943,108934657,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,108934657
794,HEA-1454,Eastern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,4317,647,3669,186442,43188,186442596,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,186442596
795,AGR-1455,Central,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,1009,151,857,4381,4342,4381078,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,4381078
796,FOO-1456,Northern,Yumbe,Food Warehouse,Primary,Food,Rice,Rice,Kg,Borehole,No,1574,236,1337,77876,49477,77876798,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,77876798
797,FOO-1457,Central,Mbarara,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,239,35,203,4715,19730,4715470,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,4715470
798,AGR-1458,Western,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,2435,365,2069,105459,43310,105459850,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,105459850
799,SHE-1459,Central,Kampala,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,4590,688,3901,49842,10859,49842810,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,49842810
800,FOO-1460,Eastern,Yumbe,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,4771,715,4055,97781,20495,97781645,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,97781645
801,NFI-1461,Eastern,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,517,77,439,25535,49391,25535147,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,25535147
802,AGR-1462,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,3860,579,3281,78211,20262,78211320,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,78211320
803,SHE-1463,Central,Yumbe,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,2884,432,2451,102904,35681,102904004,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,102904004
804,AGR-1464,Eastern,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2023,303,1719,36695,18139,36695197,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,36695197
805,FOO-1465,Northern,Kampala,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,4636,695,3940,167994,36237,167994732,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,167994732
806,HEA-1466,Western,Kampala,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,1115,167,947,24090,21606,24090690,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,24090690
807,AGR-1467,Eastern,Gulu,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kit,Borehole,No,4772,715,4056,162219,33994,162219368,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,162219368
808,WAS-1468,Eastern,Kampala,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,405,60,344,11225,27717,11225385,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,11225385
809,AGR-1469,Eastern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,3765,564,3200,122554,32551,122554515,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,122554515
810,FOO-1470,Eastern,Mbarara,Food Warehouse,Primary,Food,Beans,Beans,Kit,Borehole,No,535,80,454,13875,25935,13875225,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,13875225
811,HEA-1471,Western,Kampala,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3794,569,3224,139581,36790,139581260,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,139581260
812,SHE-1472,Eastern,Mbarara,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,23,3,19,833,36221,833083,200,3000,Low,2024-06-01,2024-08-15,N/A,UNHCR,833083
813,SHE-1473,Central,Yumbe,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,490,73,416,7313,14925,7313250,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,7313250
814,HEA-1474,Western,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,2428,364,2063,15291,6298,15291544,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,15291544
815,FOO-1475,Central,Gulu,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,1835,275,1559,69172,37696,69172160,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,69172160
816,WAS-1476,Eastern,Gulu,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,4193,628,3564,33309,7944,33309192,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,33309192
