ID,Case_ID,Region,Settlement,District,Country_Origin,Arrival_Year,Years_In_Uganda,Gender_HH_Head,Age_HH_Head,Education,Household_Size,Children_U18,Vulnerability,Water_Source,Irrigation,Crop,Yield,Assistance_Type,Protection_Concern,Income_UGX_Month
1147,UNHCR-UG-10807,South West,Oruchinga,Arua,South Sudan,2018,4,Female,30,Primary,2,3,Woman at Risk,Tap,Yes,None,0.61,NFI,None,46520
1148,UNHCR-UG-10808,Central,Kampala Urban,Arua,Ethiopia,2016,4,Male,22,University,2,0,Disability,Borehole,No,Beans,2.84,Cash,Child Protection,253905
1149,UNHCR-UG-10809,West Nile,Lobule,Arua,Rwanda,2023,2,Male,50,Primary,3,0,None,Borehole,Yes,Vegetables,3.14,NFI,Food Insecurity,408010
1150,UNHCR-UG-10810,Central,Kampala Urban,Arua,Sudan,2023,8,Female,30,None,7,2,Unaccompanied Child,Tap,No,Cassava,1.19,Cash,Child Protection,479349
1151,UNHCR-UG-10811,Central,Kampala Urban,Arua,Rwanda,2023,8,Female,61,None,3,1,Unaccompanied Child,Tap,No,Beans,0.88,NFI,GBV Risk,38242
1152,UNHCR-UG-10812,Mid West,Kiryandongo,Arua,Somalia,2019,7,Female,72,None,7,3,None,River,No,Vegetables,0.67,WASH,None,377373
1153,UNHCR-UG-10813,West Nile,Lobule,Arua,Sudan,2021,3,Female,65,University,1,1,Elderly,River,Yes,None,0.9,NFI,Child Protection,95513
1154,UNHCR-UG-10814,West Nile,Imvepi,Arua,South Sudan,2020,5,Female,28,Secondary,3,3,None,Borehole,No,Cassava,1.3,WASH,None,340485
1155,UNHCR-UG-10815,South West,Oruchinga,Arua,Sudan,2020,8,Female,22,University,5,2,None,Tap,No,Maize,2.8,Food,Child Protection,367374
1156,UNHCR-UG-10816,Central,Kampala Urban,Arua,Somalia,2023,2,Female,55,Primary,10,4,Unaccompanied Child,Tap,No,None,2.75,NFI,Child Protection,373377
1157,UNHCR-UG-10817,West Nile,Rhino Camp,Arua,Somalia,2017,1,Female,57,Primary,6,3,Elderly,River,No,Beans,2.42,WASH,Food Insecurity,45452
1158,UNHCR-UG-10818,West Nile,Palorinya,Arua,Eritrea,2020,2,Male,54,Primary,8,3,Elderly,Borehole,Yes,Vegetables,1.4,Food,Child Protection,425911
1159,UNHCR-UG-10819,West Nile,Imvepi,Arua,Eritrea,2022,10,Female,46,Secondary,3,2,Single Parent,Tap,No,Vegetables,2.22,WASH,GBV Risk,427745
1160,UNHCR-UG-10820,Central,Kampala Urban,Arua,DRC,2024,1,Male,58,Secondary,6,3,None,Borehole,No,Maize,0.75,NFI,None,82608
1161,UNHCR-UG-10821,Central,Kampala Urban,Arua,DRC,2025,5,Male,61,None,7,2,Disability,Borehole,Yes,Beans,2.71,Cash,Child Protection,2291
1162,UNHCR-UG-10822,Mid West,Kiryandongo,Arua,Eritrea,2017,3,Male,63,None,1,4,Disability,Tap,No,Maize,1.54,NFI,None,230385
1163,UNHCR-UG-10823,West Nile,Imvepi,Arua,DRC,2023,6,Male,47,None,6,3,None,Tap,Yes,None,1.05,WASH,None,464707
1164,UNHCR-UG-10824,West Nile,Bidi Bidi,Yumbe,Eritrea,2018,10,Female,38,None,4,0,Elderly,Tap,Yes,Beans,2.12,WASH,GBV Risk,118894
1165,UNHCR-UG-10825,Central,Kampala Urban,Arua,Ethiopia,2021,5,Female,42,Primary,1,0,Disability,Tap,Yes,Cassava,2.99,WASH,GBV Risk,479098
1166,UNHCR-UG-10826,Mid West,Kiryandongo,Arua,Burundi,2024,5,Male,30,Secondary,3,1,Elderly,Tap,No,None,3.35,NFI,Food Insecurity,345824
1167,UNHCR-UG-10827,West Nile,Lobule,Arua,Rwanda,2023,7,Female,59,University,6,1,None,River,No,None,3.33,Cash,Child Protection,421092
1168,UNHCR-UG-10828,South West,Oruchinga,Arua,Eritrea,2023,5,Female,58,Primary,6,2,Elderly,River,No,Cassava,1.12,WASH,Food Insecurity,250181
1169,UNHCR-UG-10829,Mid West,Kiryandongo,Arua,Somalia,2024,8,Male,33,University,10,2,Woman at Risk,River,Yes,Cassava,1.46,NFI,Child Protection,192172
1170,UNHCR-UG-10830,Central,Kampala Urban,Arua,DRC,2020,1,Male,38,Secondary,6,3,Disability,River,Yes,Maize,3.46,WASH,Child Protection,438681
1171,UNHCR-UG-10831,South West,Rwamwanja,Arua,Eritrea,2023,10,Male,34,None,5,0,Woman at Risk,Tap,No,None,1.94,Food,Child Protection,254545
1172,UNHCR-UG-10832,Mid West,Kiryandongo,Arua,Burundi,2021,9,Female,21,Primary,7,4,Disability,River,No,Vegetables,2.68,Food,GBV Risk,455705
1173,UNHCR-UG-10833,Central,Kampala Urban,Arua,Somalia,2016,3,Male,27,Secondary,7,0,Disability,River,Yes,Beans,2.14,Food,None,355706
1174,UNHCR-UG-10834,Mid West,Kiryandongo,Arua,Eritrea,2017,8,Female,64,Primary,5,2,Elderly,Tap,Yes,Vegetables,2.73,NFI,Food Insecurity,259297
1175,UNHCR-UG-10835,Mid West,Kiryandongo,Arua,Burundi,2024,4,Male,44,Secondary,3,2,Single Parent,River,No,None,1.46,WASH,Child Protection,331200
1176,UNHCR-UG-10836,Central,Kampala Urban,Arua,Sudan,2020,1,Male,47,Secondary,10,4,Elderly,Tap,Yes,Maize,2.16,Food,Food Insecurity,255053
1177,UNHCR-UG-10837,South West,Kyaka II,Arua,South Sudan,2018,5,Female,44,University,7,4,Single Parent,River,Yes,Vegetables,0.46,Cash,None,133655
1178,UNHCR-UG-10838,West Nile,Lobule,Arua,Rwanda,2024,4,Male,28,University,1,1,Woman at Risk,Tap,Yes,Maize,3.38,Food,None,417518
1179,UNHCR-UG-10839,Central,Kampala Urban,Arua,Burundi,2024,2,Male,20,University,2,3,Unaccompanied Child,Borehole,Yes,Maize,2.84,NFI,Food Insecurity,362456
1180,UNHCR-UG-10840,West Nile,Rhino Camp,Arua,Somalia,2021,5,Male,23,Secondary,1,3,Unaccompanied Child,River,Yes,Maize,3.15,Cash,Child Protection,426028
1181,UNHCR-UG-10841,Mid West,Kiryandongo,Arua,Ethiopia,2020,7,Female,26,Secondary,2,1,Elderly,Tap,No,Beans,1.55,Cash,Child Protection,109492
1182,UNHCR-UG-10842,Central,Kampala Urban,Arua,South Sudan,2019,3,Female,36,Secondary,1,4,Disability,Borehole,No,Maize,0.35,Cash,Food Insecurity,252843
1183,UNHCR-UG-10843,Mid West,Kiryandongo,Arua,Somalia,2020,3,Male,30,Secondary,1,3,Single Parent,Tap,Yes,None,3.39,Food,GBV Risk,20097
1184,UNHCR-UG-10844,Mid West,Kiryandongo,Arua,Rwanda,2021,8,Male,54,None,4,4,Disability,Borehole,No,None,2.64,NFI,Food Insecurity,427219
1185,UNHCR-UG-10845,West Nile,Imvepi,Arua,Rwanda,2020,2,Male,32,Secondary,5,0,Disability,River,No,Maize,2.09,NFI,None,57623
1186,UNHCR-UG-10846,Mid West,Kiryandongo,Arua,Somalia,2020,1,Male,53,None,9,1,Elderly,River,Yes,Cassava,2.46,NFI,None,307236
1187,UNHCR-UG-10847,Mid West,Kiryandongo,Arua,Rwanda,2022,8,Male,46,University,6,3,Woman at Risk,Borehole,Yes,None,0.55,WASH,None,449036
1188,UNHCR-UG-10848,West Nile,Palorinya,Arua,Eritrea,2020,4,Male,61,None,2,2,Elderly,Borehole,No,Beans,1.06,Food,Child Protection,484624
1189,UNHCR-UG-10849,South West,Rwamwanja,Arua,DRC,2024,7,Male,47,Primary,5,1,None,Tap,Yes,Maize,2.95,NFI,None,266815
1190,UNHCR-UG-10850,South West,Kyaka II,Arua,Burundi,2019,9,Female,56,Secondary,10,4,Woman at Risk,River,No,Maize,0.24,Cash,Food Insecurity,130689
1191,UNHCR-UG-10851,Central,Kampala Urban,Arua,Rwanda,2016,2,Female,55,Primary,3,3,Single Parent,Tap,No,Beans,0.54,NFI,Child Protection,240781
1192,UNHCR-UG-10852,South West,Oruchinga,Arua,Sudan,2019,3,Female,74,None,6,4,Disability,Tap,Yes,Maize,2.05,Cash,Child Protection,197843
1193,UNHCR-UG-10853,West Nile,Rhino Camp,Arua,DRC,2017,6,Female,77,Primary,5,3,Single Parent,River,No,Beans,1.52,Food,GBV Risk,308418
1194,UNHCR-UG-10854,Mid West,Kiryandongo,Arua,Burundi,2023,1,Male,51,Secondary,8,0,Disability,River,No,Beans,3.13,WASH,Food Insecurity,378003
1195,UNHCR-UG-10855,South West,Kyaka II,Arua,Sudan,2025,3,Female,76,None,6,4,None,Tap,No,None,3.07,Cash,Food Insecurity,251380
1196,UNHCR-UG-10856,West Nile,Palorinya,Arua,DRC,2016,4,Female,40,Secondary,1,1,Disability,Borehole,Yes,None,2.06,WASH,GBV Risk,252086
1197,UNHCR-UG-10857,Central,Kampala Urban,Arua,Burundi,2023,5,Female,54,None,5,2,None,River,Yes,None,2.02,Cash,Food Insecurity,252185
1198,UNHCR-UG-10858,West Nile,Imvepi,Arua,Somalia,2016,9,Male,46,None,3,4,Elderly,River,Yes,Cassava,0.86,Cash,Food Insecurity,260541
1199,UNHCR-UG-10859,Central,Kampala Urban,Arua,Eritrea,2019,2,Male,71,Secondary,10,4,Disability,Tap,No,Maize,1.37,Food,GBV Risk,107044
1200,UNHCR-UG-10860,South West,Kyangwali,Arua,Somalia,2025,1,Male,57,Primary,10,1,Disability,Borehole,No,Beans,1.3,NFI,None,440999
1201,UNHCR-UG-10861,South West,Kyaka II,Arua,Sudan,2024,4,Female,46,Primary,9,2,Unaccompanied Child,Borehole,Yes,None,1.97,Cash,Food Insecurity,19808
1202,UNHCR-UG-10862,West Nile,Rhino Camp,Arua,Rwanda,2024,5,Male,70,University,6,0,Woman at Risk,Borehole,Yes,Maize,1.36,NFI,None,62218
1203,UNHCR-UG-10863,South West,Nakivale,Arua,South Sudan,2022,4,Female,64,Primary,10,1,Woman at Risk,River,Yes,Vegetables,2.39,Cash,Child Protection,192332
1204,UNHCR-UG-10864,Central,Kampala Urban,Arua,Sudan,2017,8,Male,53,Secondary,1,0,Unaccompanied Child,Tap,Yes,Cassava,1.72,NFI,Food Insecurity,127492
1205,UNHCR-UG-10865,South West,Kyaka II,Arua,Rwanda,2024,1,Male,73,University,6,4,Woman at Risk,River,No,Vegetables,2.68,Food,GBV Risk,452408
1206,UNHCR-UG-10866,Mid West,Kiryandongo,Arua,DRC,2017,7,Female,46,None,3,2,Woman at Risk,Borehole,No,Maize,3.37,Food,None,225029
1207,UNHCR-UG-10867,Mid West,Kiryandongo,Arua,South Sudan,2019,5,Female,56,None,9,2,Disability,Tap,Yes,Beans,2.33,WASH,None,51214
1208,UNHCR-UG-10868,West Nile,Imvepi,Arua,Eritrea,2019,3,Male,20,None,5,2,Elderly,Tap,No,Maize,0.22,Cash,None,85186
1209,UNHCR-UG-10869,Central,Kampala Urban,Arua,Burundi,2025,2,Female,69,Primary,1,0,Single Parent,Borehole,Yes,Cassava,0.3,Cash,None,305918
1210,UNHCR-UG-10870,Central,Kampala Urban,Arua,Burundi,2019,9,Female,31,University,1,2,None,Borehole,Yes,Maize,1.69,NFI,Food Insecurity,428119
1211,UNHCR-UG-10871,South West,Nakivale,Arua,Eritrea,2017,8,Male,64,None,9,1,Disability,River,Yes,Vegetables,1.81,NFI,GBV Risk,208719
1212,UNHCR-UG-10872,West Nile,Lobule,Arua,Sudan,2021,10,Male,60,None,3,0,Single Parent,River,Yes,Vegetables,0.82,NFI,None,259757
1213,UNHCR-UG-10873,Central,Kampala Urban,Arua,Eritrea,2018,7,Male,65,Secondary,9,2,Disability,Borehole,No,Beans,1.6,NFI,GBV Risk,256227
1214,UNHCR-UG-10874,West Nile,Bidi Bidi,Yumbe,Sudan,2024,8,Male,62,Secondary,9,2,Disability,River,Yes,Cassava,1.79,Food,Child Protection,162068
1215,UNHCR-UG-10875,West Nile,Lobule,Arua,Burundi,2019,6,Male,38,Secondary,7,4,Disability,River,No,Maize,1.73,WASH,None,419184
1216,UNHCR-UG-10876,West Nile,Bidi Bidi,Yumbe,Eritrea,2023,8,Female,27,Secondary,8,0,Elderly,Tap,No,Cassava,2.92,WASH,None,213884
1217,UNHCR-UG-10877,Central,Kampala Urban,Arua,South Sudan,2022,3,Male,21,None,9,0,Disability,River,No,Cassava,0.83,NFI,Child Protection,301205
1218,UNHCR-UG-10878,South West,Nakivale,Arua,Burundi,2018,1,Female,71,Secondary,2,0,None,Tap,No,Beans,2.19,Cash,GBV Risk,177509
1219,UNHCR-UG-10879,Mid West,Kiryandongo,Arua,Rwanda,2016,6,Female,23,Primary,1,0,Unaccompanied Child,River,Yes,Vegetables,0.49,WASH,Child Protection,408587
1220,UNHCR-UG-10880,South West,Nakivale,Arua,Ethiopia,2019,10,Male,31,Primary,7,1,Unaccompanied Child,River,Yes,Vegetables,1.97,WASH,Child Protection,183348
1221,UNHCR-UG-10881,Central,Kampala Urban,Arua,DRC,2018,2,Male,77,None,4,0,Unaccompanied Child,Tap,Yes,Maize,2.28,WASH,GBV Risk,453587
1222,UNHCR-UG-10882,Mid West,Kiryandongo,Arua,DRC,2025,4,Male,26,University,9,3,Single Parent,Tap,Yes,Cassava,2.24,Cash,GBV Risk,51778
1223,UNHCR-UG-10883,Central,Kampala Urban,Arua,DRC,2017,2,Male,19,Primary,6,0,Unaccompanied Child,Borehole,Yes,Beans,2.12,Cash,GBV Risk,173554
1224,UNHCR-UG-10884,South West,Rwamwanja,Arua,Eritrea,2019,2,Male,52,University,10,3,Woman at Risk,Borehole,Yes,Vegetables,0.75,NFI,GBV Risk,437108
1225,UNHCR-UG-10885,Central,Kampala Urban,Arua,Burundi,2025,10,Female,73,Primary,7,4,Woman at Risk,Tap,No,Cassava,2.87,Cash,Child Protection,422869
1226,UNHCR-UG-10886,South West,Rwamwanja,Arua,Ethiopia,2019,5,Female,45,University,5,1,Elderly,Borehole,Yes,Maize,0.5,WASH,Food Insecurity,478904
1227,UNHCR-UG-10887,South West,Kyangwali,Arua,Ethiopia,2016,1,Female,50,Secondary,8,0,Single Parent,River,Yes,Vegetables,2.85,Food,Child Protection,66067
1228,UNHCR-UG-10888,South West,Kyangwali,Arua,Burundi,2019,6,Female,26,Secondary,4,3,Disability,Borehole,Yes,Vegetables,0.48,WASH,Child Protection,94412
1229,UNHCR-UG-10889,Mid West,Kiryandongo,Arua,DRC,2024,1,Female,60,Secondary,8,4,None,Tap,Yes,Beans,0.26,WASH,None,438682
1230,UNHCR-UG-10890,Central,Kampala Urban,Arua,Sudan,2020,6,Female,63,None,1,1,Disability,Borehole,No,Maize,2.74,NFI,Food Insecurity,47189
1231,UNHCR-UG-10891,West Nile,Lobule,Arua,DRC,2016,5,Female,72,None,8,4,Unaccompanied Child,Tap,No,Beans,0.53,NFI,GBV Risk,314579
1232,UNHCR-UG-10892,Mid West,Kiryandongo,Arua,Burundi,2025,9,Female,35,Primary,6,2,Disability,Tap,Yes,Maize,0.52,Cash,Food Insecurity,233209
1233,UNHCR-UG-10893,West Nile,Imvepi,Arua,Burundi,2016,7,Male,26,Secondary,5,1,None,River,No,Beans,2.79,NFI,None,149117
1234,UNHCR-UG-10894,Mid West,Kiryandongo,Arua,South Sudan,2018,1,Male,74,University,4,1,Disability,River,Yes,None,0.58,NFI,Food Insecurity,119665
1235,UNHCR-UG-10895,Mid West,Kiryandongo,Arua,Ethiopia,2024,10,Female,44,University,9,3,Unaccompanied Child,River,Yes,None,1.58,Cash,None,81692
1236,UNHCR-UG-10896,Mid West,Kiryandongo,Arua,Burundi,2020,4,Male,54,Primary,3,0,Elderly,Borehole,Yes,Maize,1.92,Cash,GBV Risk,183770
1237,UNHCR-UG-10897,Central,Kampala Urban,Arua,DRC,2018,8,Male,64,University,5,4,Single Parent,Borehole,No,None,3.3,Food,Food Insecurity,148731
1238,UNHCR-UG-10898,Mid West,Kiryandongo,Arua,Somalia,2020,9,Female,34,Primary,4,3,None,Borehole,No,Vegetables,1.83,NFI,GBV Risk,336291
1239,UNHCR-UG-10899,South West,Oruchinga,Arua,Burundi,2018,2,Male,62,Secondary,6,0,Elderly,Borehole,Yes,Maize,3.06,Cash,Food Insecurity,43272
1240,UNHCR-UG-10900,West Nile,Rhino Camp,Arua,Somalia,2022,2,Male,26,Secondary,2,3,Woman at Risk,Borehole,No,Vegetables,0.25,NFI,None,143839
1241,UNHCR-UG-10901,South West,Kyangwali,Arua,South Sudan,2025,7,Male,47,Primary,1,2,Unaccompanied Child,River,Yes,Maize,0.68,Food,GBV Risk,307584
1242,UNHCR-UG-10902,Central,Kampala Urban,Arua,Rwanda,2020,9,Female,25,University,4,2,Disability,River,No,Vegetables,0.35,NFI,GBV Risk,186300
1243,UNHCR-UG-10903,Central,Kampala Urban,Arua,DRC,2024,6,Female,28,None,4,1,None,Borehole,Yes,Cassava,2.92,Cash,Child Protection,198582
1244,UNHCR-UG-10904,West Nile,Lobule,Arua,Sudan,2022,2,Male,20,University,6,1,Unaccompanied Child,Borehole,No,Maize,1.66,NFI,Child Protection,14320
1245,UNHCR-UG-10905,South West,Kyangwali,Arua,Rwanda,2023,2,Female,49,None,5,4,None,River,Yes,None,2.27,WASH,Child Protection,385143
1246,UNHCR-UG-10906,Central,Kampala Urban,Arua,Sudan,2018,3,Male,61,None,10,3,Single Parent,Borehole,No,None,0.92,NFI,Child Protection,414415
1247,UNHCR-UG-10907,West Nile,Lobule,Arua,South Sudan,2025,10,Female,75,Primary,4,2,Elderly,Tap,Yes,Cassava,1.07,Cash,GBV Risk,406580
1248,UNHCR-UG-10908,West Nile,Palorinya,Arua,Burundi,2022,1,Male,39,None,10,4,Unaccompanied Child,River,No,Cassava,0.31,NFI,Food Insecurity,232188
1249,UNHCR-UG-10909,West Nile,Lobule,Arua,Sudan,2019,7,Male,67,Secondary,9,3,Unaccompanied Child,Tap,No,Cassava,3.17,Cash,Child Protection,235859
1250,UNHCR-UG-10910,West Nile,Imvepi,Arua,Eritrea,2025,4,Male,64,University,3,2,Single Parent,River,Yes,Cassava,1.03,Cash,Food Insecurity,2205
1251,UNHCR-UG-10911,South West,Oruchinga,Arua,Rwanda,2022,7,Male,49,Primary,2,2,None,River,No,Beans,1.06,Cash,Child Protection,445004
1252,UNHCR-UG-10912,Mid West,Kiryandongo,Arua,Eritrea,2019,6,Male,31,University,1,0,Single Parent,Tap,No,Beans,0.94,Food,GBV Risk,136271
1253,UNHCR-UG-10913,Central,Kampala Urban,Arua,Ethiopia,2019,4,Female,25,University,2,4,Disability,Tap,No,Maize,0.53,NFI,Child Protection,16910
1254,UNHCR-UG-10914,West Nile,Bidi Bidi,Yumbe,Eritrea,2025,4,Female,66,Primary,2,1,Single Parent,Borehole,No,None,2.0,Food,Food Insecurity,145066
1255,UNHCR-UG-10915,Central,Kampala Urban,Arua,Burundi,2025,8,Male,36,University,1,3,Disability,Tap,No,Maize,2.76,WASH,Food Insecurity,35400
1256,UNHCR-UG-10916,Mid West,Kiryandongo,Arua,Somalia,2021,7,Female,18,Primary,3,3,Disability,Tap,No,Cassava,0.38,Food,Child Protection,77190
1257,UNHCR-UG-10917,South West,Oruchinga,Arua,Ethiopia,2017,2,Female,44,University,7,1,Elderly,Tap,No,Cassava,0.85,Food,GBV Risk,136056
1258,UNHCR-UG-10918,South West,Kyaka II,Arua,Sudan,2025,9,Female,71,Primary,8,3,Woman at Risk,River,No,Beans,2.72,Food,Child Protection,120890
1259,UNHCR-UG-10919,Mid West,Kiryandongo,Arua,Sudan,2017,7,Male,21,University,3,4,Unaccompanied Child,Tap,Yes,Beans,2.43,WASH,None,300600
1260,UNHCR-UG-10920,Mid West,Kiryandongo,Arua,Sudan,2016,1,Female,56,University,9,2,Disability,Tap,No,None,2.84,Cash,Food Insecurity,333232
1261,UNHCR-UG-10921,Central,Kampala Urban,Arua,South Sudan,2016,4,Male,65,None,4,0,Elderly,River,Yes,Cassava,1.06,WASH,Food Insecurity,473618
1262,UNHCR-UG-10922,Central,Kampala Urban,Arua,South Sudan,2017,5,Male,70,None,1,3,None,River,Yes,Maize,1.76,Cash,Food Insecurity,295364
1263,UNHCR-UG-10923,West Nile,Palorinya,Arua,Ethiopia,2016,3,Female,70,Secondary,4,0,Disability,Tap,Yes,Beans,3.37,Food,None,414513
1264,UNHCR-UG-10924,South West,Oruchinga,Arua,Ethiopia,2016,9,Male,22,Secondary,8,1,None,River,No,Vegetables,1.08,WASH,GBV Risk,3605
1265,UNHCR-UG-10925,West Nile,Imvepi,Arua,Burundi,2021,9,Male,52,Secondary,1,4,None,Tap,Yes,None,1.93,Cash,None,397531
1266,UNHCR-UG-10926,Central,Kampala Urban,Arua,Somalia,2021,7,Male,56,Secondary,7,4,Woman at Risk,Borehole,Yes,Maize,3.45,Cash,GBV Risk,177605
1267,UNHCR-UG-10927,Central,Kampala Urban,Arua,Ethiopia,2023,1,Female,37,None,2,1,None,River,No,Maize,1.1,NFI,Child Protection,167910
1268,UNHCR-UG-10928,Central,Kampala Urban,Arua,Rwanda,2024,3,Male,44,Primary,10,4,Single Parent,River,No,Cassava,1.92,WASH,Child Protection,284009
1269,UNHCR-UG-10929,South West,Kyangwali,Arua,Rwanda,2025,6,Female,69,None,8,1,None,River,No,Beans,3.48,NFI,Child Protection,401830
1270,UNHCR-UG-10930,Central,Kampala Urban,Arua,DRC,2023,7,Male,25,Secondary,9,1,Unaccompanied Child,Tap,No,Maize,0.11,NFI,GBV Risk,305151
1271,UNHCR-UG-10931,South West,Rwamwanja,Arua,South Sudan,2021,1,Male,75,None,4,1,Single Parent,Borehole,Yes,Vegetables,0.99,Cash,None,354154
1272,UNHCR-UG-10932,South West,Oruchinga,Arua,Burundi,2022,3,Male,42,Secondary,3,4,Unaccompanied Child,River,Yes,Beans,1.88,Cash,None,343264
1273,UNHCR-UG-10933,South West,Kyaka II,Arua,Ethiopia,2021,2,Male,34,Secondary,4,1,Unaccompanied Child,Tap,Yes,None,2.09,Cash,Child Protection,404831
1274,UNHCR-UG-10934,West Nile,Palorinya,Arua,South Sudan,2022,5,Female,51,None,1,4,None,Borehole,Yes,Vegetables,2.08,Food,Food Insecurity,180707
1275,UNHCR-UG-10935,Central,Kampala Urban,Arua,South Sudan,2021,9,Male,19,Primary,8,3,Single Parent,Borehole,No,None,1.38,WASH,None,67617
1276,UNHCR-UG-10936,Central,Kampala Urban,Arua,DRC,2016,6,Male,34,None,8,0,Single Parent,Tap,No,Cassava,0.82,Cash,Food Insecurity,348299
1277,UNHCR-UG-10937,West Nile,Imvepi,Arua,South Sudan,2022,2,Male,26,None,9,4,Disability,River,No,Cassava,2.04,Food,None,224840
1278,UNHCR-UG-10938,Mid West,Kiryandongo,Arua,Ethiopia,2016,10,Male,18,None,7,1,Unaccompanied Child,Tap,No,Vegetables,0.73,NFI,None,15226
1279,UNHCR-UG-10939,Central,Kampala Urban,Arua,South Sudan,2020,6,Female,22,Secondary,9,1,Single Parent,River,Yes,Beans,1.29,WASH,Food Insecurity,222742
1280,UNHCR-UG-10940,South West,Kyaka II,Arua,Burundi,2023,3,Female,19,University,10,4,Unaccompanied Child,Borehole,Yes,Beans,2.1,Cash,Food Insecurity,173569
1281,UNHCR-UG-10941,Central,Kampala Urban,Arua,Somalia,2025,8,Male,55,Primary,5,1,Elderly,Borehole,No,Beans,0.26,Food,Child Protection,37237
1282,UNHCR-UG-10942,Central,Kampala Urban,Arua,Somalia,2024,3,Male,55,None,1,1,Single Parent,Tap,No,Beans,2.82,WASH,Child Protection,135847
1283,UNHCR-UG-10943,Central,Kampala Urban,Arua,DRC,2021,7,Male,73,Primary,6,4,Disability,River,No,Maize,3.41,WASH,None,463556
1284,UNHCR-UG-10944,West Nile,Bidi Bidi,Yumbe,Rwanda,2016,5,Male,24,None,4,1,Woman at Risk,Tap,Yes,None,1.5,Cash,Child Protection,483537
1285,UNHCR-UG-10945,Central,Kampala Urban,Arua,Somalia,2016,1,Female,55,None,8,4,Disability,Tap,Yes,None,0.1,WASH,Child Protection,364960
1286,UNHCR-UG-10946,Mid West,Kiryandongo,Arua,DRC,2023,3,Female,63,Secondary,3,3,Single Parent,Tap,Yes,Beans,1.91,Food,Food Insecurity,190859
1287,UNHCR-UG-10947,Mid West,Kiryandongo,Arua,Rwanda,2017,6,Female,50,University,1,2,Unaccompanied Child,River,Yes,None,0.97,Cash,Food Insecurity,5385
1288,UNHCR-UG-10948,Central,Kampala Urban,Arua,Ethiopia,2019,2,Male,24,Secondary,10,1,Woman at Risk,River,No,Beans,2.27,WASH,Food Insecurity,216642
1289,UNHCR-UG-10949,Central,Kampala Urban,Arua,Ethiopia,2024,1,Female,74,University,5,0,Elderly,River,Yes,Vegetables,1.13,WASH,Child Protection,208523
1290,UNHCR-UG-10950,South West,Kyaka II,Arua,South Sudan,2020,8,Male,51,None,4,4,Disability,River,No,None,1.63,NFI,Food Insecurity,170194
1291,UNHCR-UG-10951,West Nile,Lobule,Arua,DRC,2020,3,Male,50,Primary,8,3,Elderly,Tap,Yes,Beans,3.22,Food,Child Protection,170401
1292,UNHCR-UG-10952,Mid West,Kiryandongo,Arua,Burundi,2024,8,Male,59,Secondary,7,4,Unaccompanied Child,Borehole,Yes,Vegetables,0.19,NFI,GBV Risk,451377
1293,UNHCR-UG-10953,Central,Kampala Urban,Arua,Somalia,2016,5,Male,37,University,4,2,None,Tap,Yes,Vegetables,1.17,WASH,None,136650
1294,UNHCR-UG-10954,Mid West,Kiryandongo,Arua,Rwanda,2022,4,Male,25,None,8,3,Woman at Risk,Tap,Yes,Vegetables,1.29,WASH,GBV Risk,406816
1295,UNHCR-UG-10955,Mid West,Kiryandongo,Arua,Eritrea,2022,10,Male,59,University,10,3,Single Parent,Borehole,Yes,Maize,0.18,WASH,Child Protection,100491
1296,UNHCR-UG-10956,Mid West,Kiryandongo,Arua,Ethiopia,2022,7,Female,63,Primary,9,1,None,River,Yes,None,3.21,Cash,Food Insecurity,349067
1297,UNHCR-UG-10957,Mid West,Kiryandongo,Arua,Somalia,2016,8,Female,45,None,3,1,Single Parent,Tap,No,Vegetables,2.23,Cash,None,447526
1298,UNHCR-UG-10958,Mid West,Kiryandongo,Arua,Burundi,2022,4,Female,44,Secondary,6,0,Elderly,Tap,Yes,Beans,1.88,WASH,None,60892
1299,UNHCR-UG-10959,West Nile,Rhino Camp,Arua,DRC,2019,7,Female,45,Secondary,1,4,Single Parent,Borehole,No,None,3.19,WASH,Child Protection,174358
1300,UNHCR-UG-10960,West Nile,Lobule,Arua,Eritrea,2022,7,Male,23,University,9,3,Unaccompanied Child,Borehole,Yes,Beans,1.51,Cash,GBV Risk,363893
1301,UNHCR-UG-10961,Central,Kampala Urban,Arua,Rwanda,2019,9,Male,75,University,3,1,Disability,Borehole,Yes,Cassava,2.91,NFI,Child Protection,254321
1302,UNHCR-UG-10962,South West,Oruchinga,Arua,Eritrea,2016,10,Male,77,None,6,1,Unaccompanied Child,River,Yes,Beans,2.66,Cash,GBV Risk,23125
1303,UNHCR-UG-10963,West Nile,Palorinya,Arua,Somalia,2023,10,Female,71,Secondary,7,2,Elderly,Tap,No,None,2.19,Cash,Child Protection,266951
1304,UNHCR-UG-10964,Central,Kampala Urban,Arua,Burundi,2019,7,Male,72,None,10,0,Elderly,River,No,Beans,2.82,Food,GBV Risk,265896
1305,UNHCR-UG-10965,Central,Kampala Urban,Arua,Somalia,2017,9,Female,59,Primary,1,1,Single Parent,Tap,Yes,Vegetables,1.01,WASH,Child Protection,284441
1306,UNHCR-UG-10966,Central,Kampala Urban,Arua,DRC,2018,8,Male,54,University,8,2,Unaccompanied Child,Tap,No,Cassava,1.28,WASH,GBV Risk,104096
1307,UNHCR-UG-10967,South West,Kyangwali,Arua,DRC,2018,8,Female,35,Secondary,10,0,Woman at Risk,Borehole,No,Beans,3.13,Cash,GBV Risk,207945
