ID,Region,District,Health_Facility,Facility_Level,Disease,ICD10_Code,Age_Group,Gender,Cases_Reported,Deaths,Yield,Education,Water_Source,Irrigation,Crop,Reporting_Week,Reporting_Year,Month,Village_Cases,Stockout_Days,Income_UGX
1238,Eastern,Tororo,Tororo District Hospital,HC III,Diabetes,J18,20-35,Female,140,2,140,Secondary,Borehole,No,N/A,46,2024,Mar,33,5,182201
1239,Western,Fort Portal,Fort Portal HC III,HC III,HIV/AIDS,J18,0-5,Female,22,0,22,None,Tap,No,N/A,41,2024,Mar,9,12,138851
1240,Northern,Arua,Arua District Hospital,HC III,Diabetes,J18,20-35,Male,126,2,126,None,Borehole,No,N/A,7,2024,Jan,34,0,436190
1241,Central,Kampala,Kampala HC IV,HC II,Pneumonia,J18,0-5,Male,73,1,73,None,Tap,No,N/A,50,2024,Mar,48,11,361153
1242,Western,Mbarara,Mbarara District Hospital,HC IV,Malaria,B54,0-5,Female,124,2,124,Secondary,Tap,No,N/A,16,2024,Jan,44,7,736617
1243,Western,Fort Portal,Fort Portal HC III,HC III,Malnutrition,J18,0-5,Male,227,4,227,None,Tap,No,N/A,45,2024,Jan,27,4,153437
1244,Western,Mbarara,Mbarara District Hospital,HC IV,Pneumonia,J18,6-12,Male,72,1,72,None,Tap,No,N/A,10,2024,Mar,36,1,620356
1245,Northern,Lira,Lira HC III,HC II,Pneumonia,J18,60+,Female,24,0,24,Secondary,Borehole,No,N/A,4,2024,Jan,35,12,331703
1246,Western,Fort Portal,Fort Portal District Hospital,HC III,Malaria,B54,0-5,Male,73,1,73,Secondary,Borehole,No,N/A,29,2024,Mar,22,10,178367
1247,Northern,Arua,Arua HC III,HC IV,Malnutrition,J18,60+,Female,209,4,209,None,Tap,No,N/A,39,2024,Feb,43,0,561110
1248,Northern,Gulu,Gulu HC III,HC IV,HIV/AIDS,J18,6-12,Female,247,4,247,Secondary,Tap,No,N/A,31,2024,Jan,32,12,558850
1249,Eastern,Tororo,Tororo HC IV,HC III,Diabetes,J18,6-12,Male,96,1,96,None,Borehole,No,N/A,17,2024,Jan,34,9,758009
1250,Northern,Gulu,Gulu District Hospital,HC III,Hypertension,J18,6-12,Female,194,3,194,None,Borehole,No,N/A,33,2024,Feb,31,3,253591
1251,Central,Mukono,Mukono HC IV,HC III,Pneumonia,J18,0-5,Female,213,4,213,None,Borehole,No,N/A,13,2024,Jan,17,6,130882
1252,Eastern,Jinja,Jinja HC III,HC IV,Malnutrition,J18,60+,Male,22,0,22,Secondary,Borehole,No,N/A,52,2024,Mar,14,11,219320
1253,Eastern,Mbale,Mbale District Hospital,HC IV,Malnutrition,J18,0-5,Female,18,0,18,Primary,Borehole,No,N/A,27,2024,Mar,29,14,573737
1254,Central,Kampala,Kampala HC IV,HC IV,Anemia,J18,60+,Male,98,1,98,Primary,Borehole,No,N/A,9,2024,Jan,17,5,782420
1255,Western,Mbarara,Mbarara HC IV,HC III,Pneumonia,J18,0-5,Male,123,2,123,Secondary,Tap,No,N/A,15,2024,Mar,6,2,206465
1256,Eastern,Jinja,Jinja HC IV,HC II,Pneumonia,J18,0-5,Male,128,2,128,Primary,Tap,No,N/A,48,2024,Mar,20,5,692788
1257,Central,Wakiso,Wakiso HC IV,HC II,Diarrhea,J18,6-12,Female,29,0,29,Primary,Borehole,No,N/A,41,2024,Mar,23,13,670822
1258,Western,Fort Portal,Fort Portal HC IV,HC IV,HIV/AIDS,J18,20-35,Female,134,2,134,Secondary,Borehole,No,N/A,19,2024,Jan,34,9,229927
1259,Western,Mbarara,Mbarara District Hospital,HC II,TB,J18,6-12,Female,87,1,87,None,Tap,No,N/A,28,2024,Mar,49,11,620109
1260,Northern,Gulu,Gulu District Hospital,HC II,Anemia,J18,0-5,Female,124,2,124,Primary,Borehole,No,N/A,34,2024,Jan,40,13,676659
1261,Eastern,Mbale,Mbale District Hospital,HC IV,Malnutrition,J18,20-35,Female,39,0,39,None,Borehole,No,N/A,14,2024,Jan,39,9,143071
1262,Northern,Arua,Arua HC III,HC III,Diabetes,J18,60+,Female,127,2,127,Primary,Borehole,No,N/A,7,2024,Feb,43,4,210285
1263,Northern,Arua,Arua HC III,HC IV,Diarrhea,J18,0-5,Female,168,3,168,Primary,Tap,No,N/A,10,2024,Feb,3,12,624623
1264,Eastern,Mbale,Mbale HC IV,HC III,Hypertension,J18,60+,Female,237,4,237,None,Tap,No,N/A,25,2024,Feb,49,4,479671
1265,Eastern,Jinja,Jinja HC IV,HC II,Hypertension,J18,6-12,Female,31,0,31,Secondary,Tap,No,N/A,1,2024,Feb,49,2,482148
1266,Central,Mukono,Mukono HC III,HC II,Pneumonia,J18,6-12,Male,33,0,33,None,Tap,No,N/A,48,2024,Mar,36,0,312122
1267,Northern,Lira,Lira District Hospital,HC II,Hypertension,J18,0-5,Male,69,1,69,Primary,Tap,No,N/A,20,2024,Mar,40,11,538601
1268,Eastern,Mbale,Mbale District Hospital,HC III,Hypertension,J18,20-35,Female,226,4,226,None,Borehole,No,N/A,52,2024,Feb,46,5,408610
1269,Western,Fort Portal,Fort Portal District Hospital,HC II,Maternal Complications,J18,0-5,Male,25,0,25,None,Borehole,No,N/A,28,2024,Feb,19,2,2365
1270,Northern,Gulu,Gulu District Hospital,HC II,Diabetes,J18,0-5,Female,91,1,91,Secondary,Tap,No,N/A,21,2024,Jan,5,7,377935
1271,Eastern,Tororo,Tororo HC IV,HC II,Diarrhea,J18,0-5,Male,26,0,26,Primary,Tap,No,N/A,32,2024,Feb,21,0,132046
1272,Central,Kampala,Kampala HC III,HC II,Anemia,J18,6-12,Female,175,3,175,None,Borehole,No,N/A,7,2024,Mar,49,11,564218
1273,Eastern,Mbale,Mbale District Hospital,HC III,Diabetes,J18,0-5,Female,93,1,93,Primary,Borehole,No,N/A,42,2024,Mar,31,3,645353
1274,Eastern,Mbale,Mbale District Hospital,HC III,Maternal Complications,J18,20-35,Female,231,4,231,Primary,Tap,No,N/A,15,2024,Feb,8,1,385060
1275,Western,Fort Portal,Fort Portal HC III,HC II,Malnutrition,J18,0-5,Male,23,0,23,None,Borehole,No,N/A,15,2024,Jan,5,2,471791
1276,Eastern,Tororo,Tororo HC IV,HC II,Diabetes,J18,60+,Male,123,2,123,Secondary,Tap,No,N/A,27,2024,Jan,10,8,577713
1277,Central,Wakiso,Wakiso HC IV,HC IV,Maternal Complications,J18,60+,Male,103,2,103,Secondary,Tap,No,N/A,24,2024,Jan,19,3,728558
1278,Western,Kabale,Kabale HC IV,HC II,Diabetes,J18,6-12,Male,80,1,80,Secondary,Borehole,No,N/A,32,2024,Jan,16,4,119433
1279,Eastern,Mbale,Mbale HC III,HC II,Malaria,B54,60+,Female,442,8,442,Secondary,Tap,No,N/A,43,2024,Mar,9,1,331256
1280,Western,Mbarara,Mbarara District Hospital,HC IV,Pneumonia,J18,0-5,Female,8,0,8,Secondary,Borehole,No,N/A,5,2024,Feb,1,3,183992
1281,Eastern,Mbale,Mbale HC III,HC II,Hypertension,J18,6-12,Male,149,2,149,None,Borehole,No,N/A,46,2024,Mar,27,4,642993
1282,Western,Kabale,Kabale HC III,HC IV,Maternal Complications,J18,20-35,Female,206,4,206,Secondary,Borehole,No,N/A,32,2024,Mar,48,10,376128
1283,Western,Kabale,Kabale HC III,HC II,Maternal Complications,J18,0-5,Male,120,2,120,None,Borehole,No,N/A,24,2024,Jan,46,14,538115
1284,Northern,Lira,Lira HC IV,HC III,Diabetes,J18,60+,Male,158,3,158,None,Borehole,No,N/A,2,2024,Mar,47,2,235898
1285,Eastern,Mbale,Mbale HC III,HC III,Anemia,J18,20-35,Female,84,1,84,None,Borehole,No,N/A,47,2024,Feb,2,14,687451
1286,Western,Mbarara,Mbarara HC III,HC II,Malaria,B54,60+,Male,58,1,58,None,Borehole,No,N/A,5,2024,Jan,41,2,134282
1287,Northern,Arua,Arua HC III,HC III,Diarrhea,J18,0-5,Female,14,0,14,Primary,Borehole,No,N/A,12,2024,Feb,29,8,668542
1288,Eastern,Jinja,Jinja HC IV,HC III,Malaria,B54,6-12,Male,120,2,120,Primary,Tap,No,N/A,22,2024,Mar,16,3,307840
1289,Central,Wakiso,Wakiso HC III,HC II,Malnutrition,J18,60+,Male,226,4,226,Primary,Borehole,No,N/A,30,2024,Jan,26,12,673471
1290,Western,Kabale,Kabale HC III,HC IV,Diarrhea,J18,0-5,Male,109,2,109,None,Tap,No,N/A,25,2024,Jan,28,10,2551
1291,Eastern,Jinja,Jinja District Hospital,HC II,Malnutrition,J18,60+,Female,109,2,109,Primary,Borehole,No,N/A,6,2024,Jan,33,2,671341
1292,Northern,Arua,Arua District Hospital,HC II,Hypertension,J18,0-5,Male,219,4,219,Primary,Tap,No,N/A,11,2024,Jan,5,12,609448
1293,Central,Kampala,Kampala HC III,HC II,Maternal Complications,J18,0-5,Female,52,1,52,Primary,Borehole,No,N/A,5,2024,Mar,1,3,731010
1294,Central,Kampala,Kampala HC III,HC IV,Diarrhea,J18,20-35,Male,179,3,179,None,Tap,No,N/A,46,2024,Feb,42,7,536591
1295,Eastern,Tororo,Tororo District Hospital,HC II,Malnutrition,J18,0-5,Male,31,0,31,None,Borehole,No,N/A,8,2024,Mar,22,6,204168
1296,Eastern,Mbale,Mbale HC III,HC IV,Maternal Complications,J18,60+,Male,119,2,119,None,Borehole,No,N/A,50,2024,Mar,11,12,587984
1297,Northern,Lira,Lira HC IV,HC IV,Hypertension,J18,60+,Male,141,2,141,None,Tap,No,N/A,17,2024,Mar,35,11,480515
1298,Central,Wakiso,Wakiso HC III,HC II,Malaria,B54,20-35,Male,108,2,108,None,Borehole,No,N/A,42,2024,Feb,11,14,699173
1299,Eastern,Jinja,Jinja HC IV,HC III,Diarrhea,J18,6-12,Male,109,2,109,Primary,Tap,No,N/A,15,2024,Feb,3,4,3224
1300,Northern,Gulu,Gulu HC III,HC IV,Diabetes,J18,6-12,Female,114,2,114,None,Borehole,No,N/A,1,2024,Feb,3,9,385988
1301,Central,Wakiso,Wakiso HC III,HC II,Pneumonia,J18,60+,Female,40,0,40,Secondary,Tap,No,N/A,44,2024,Mar,29,11,468727
1302,Western,Fort Portal,Fort Portal District Hospital,HC II,Pneumonia,J18,0-5,Male,220,4,220,None,Tap,No,N/A,11,2024,Mar,15,6,64436
1303,Northern,Gulu,Gulu HC III,HC IV,Diarrhea,J18,0-5,Male,203,4,203,Secondary,Borehole,No,N/A,10,2024,Mar,10,5,24062
1304,Central,Mukono,Mukono District Hospital,HC II,Diarrhea,J18,0-5,Male,214,4,214,None,Borehole,No,N/A,48,2024,Mar,7,13,437423
1305,Eastern,Mbale,Mbale District Hospital,HC IV,Anemia,J18,20-35,Male,147,2,147,Secondary,Tap,No,N/A,45,2024,Jan,35,3,142008
1306,Northern,Lira,Lira District Hospital,HC III,Hypertension,J18,60+,Female,210,4,210,None,Borehole,No,N/A,20,2024,Feb,7,4,642769
1307,Eastern,Mbale,Mbale HC III,HC IV,Maternal Complications,J18,20-35,Female,215,4,215,None,Tap,No,N/A,38,2024,Feb,40,9,265480
1308,Central,Wakiso,Wakiso HC IV,HC II,HIV/AIDS,J18,0-5,Male,115,2,115,Primary,Borehole,No,N/A,35,2024,Feb,42,2,706230
1309,Eastern,Jinja,Jinja HC IV,HC III,HIV/AIDS,J18,6-12,Female,228,4,228,Secondary,Tap,No,N/A,1,2024,Mar,14,8,503723
1310,Western,Mbarara,Mbarara HC III,HC III,Diarrhea,J18,20-35,Female,13,0,13,Secondary,Borehole,No,N/A,41,2024,Jan,25,14,325616
1311,Western,Mbarara,Mbarara HC IV,HC III,Pneumonia,J18,20-35,Male,2,0,2,None,Borehole,No,N/A,45,2024,Feb,44,13,250140
1312,Western,Fort Portal,Fort Portal HC III,HC IV,Pneumonia,J18,60+,Male,232,4,232,Secondary,Tap,No,N/A,50,2024,Feb,24,13,651005
1313,Eastern,Tororo,Tororo HC IV,HC II,Diabetes,J18,0-5,Male,87,1,87,Primary,Tap,No,N/A,15,2024,Feb,19,8,89963
1314,Central,Wakiso,Wakiso HC IV,HC II,Malnutrition,J18,0-5,Female,78,1,78,Primary,Tap,No,N/A,25,2024,Jan,47,14,37466
1315,Northern,Arua,Arua HC IV,HC III,Diarrhea,J18,60+,Female,77,1,77,Secondary,Tap,No,N/A,41,2024,Jan,19,13,342957
1316,Central,Wakiso,Wakiso HC IV,HC III,Pneumonia,J18,6-12,Male,173,3,173,Secondary,Tap,No,N/A,21,2024,Jan,33,3,420586
1317,Eastern,Jinja,Jinja HC IV,HC IV,Diarrhea,J18,20-35,Female,237,4,237,Primary,Tap,No,N/A,18,2024,Jan,4,0,326347
1318,Northern,Arua,Arua District Hospital,HC IV,Maternal Complications,J18,20-35,Male,108,2,108,Secondary,Tap,No,N/A,14,2024,Jan,43,9,157379
1319,Western,Mbarara,Mbarara District Hospital,HC III,Anemia,J18,20-35,Female,150,3,150,None,Borehole,No,N/A,12,2024,Mar,40,5,383902
1320,Western,Fort Portal,Fort Portal HC III,HC II,HIV/AIDS,J18,6-12,Male,102,2,102,Secondary,Borehole,No,N/A,36,2024,Mar,37,9,166664
1321,Eastern,Jinja,Jinja HC IV,HC IV,Pneumonia,J18,6-12,Male,28,0,28,None,Borehole,No,N/A,3,2024,Mar,1,8,710131
1322,Western,Mbarara,Mbarara HC III,HC IV,Maternal Complications,J18,0-5,Female,198,3,198,Primary,Borehole,No,N/A,10,2024,Jan,21,2,293575
1323,Northern,Arua,Arua District Hospital,HC II,TB,J18,60+,Female,118,2,118,Secondary,Tap,No,N/A,17,2024,Feb,21,7,216168
1324,Northern,Arua,Arua District Hospital,HC IV,Anemia,J18,6-12,Female,100,2,100,None,Tap,No,N/A,42,2024,Jan,28,8,330917
1325,Eastern,Jinja,Jinja HC IV,HC IV,Diarrhea,J18,20-35,Female,7,0,7,None,Tap,No,N/A,19,2024,Jan,30,8,703909
1326,Central,Kampala,Kampala HC IV,HC III,Maternal Complications,J18,60+,Female,22,0,22,Primary,Tap,No,N/A,32,2024,Feb,41,6,190831
1327,Northern,Gulu,Gulu HC III,HC IV,Pneumonia,J18,20-35,Female,131,2,131,Secondary,Borehole,No,N/A,35,2024,Jan,3,4,130497
1328,Eastern,Jinja,Jinja District Hospital,HC III,Malaria,B54,20-35,Male,169,3,169,Primary,Tap,No,N/A,19,2024,Jan,25,12,69718
1329,Western,Kabale,Kabale HC IV,HC II,Malaria,B54,0-5,Female,176,3,176,Primary,Tap,No,N/A,9,2024,Mar,29,4,727671
1330,Northern,Arua,Arua HC IV,HC IV,Diabetes,J18,0-5,Male,142,2,142,Primary,Tap,No,N/A,13,2024,Feb,6,5,777974
1331,Central,Mukono,Mukono HC III,HC IV,Diarrhea,J18,6-12,Female,8,0,8,Primary,Borehole,No,N/A,41,2024,Mar,22,8,206503
1332,Eastern,Tororo,Tororo HC III,HC IV,HIV/AIDS,J18,60+,Female,184,3,184,None,Tap,No,N/A,18,2024,Feb,1,9,735578
1333,Central,Kampala,Kampala HC III,HC II,HIV/AIDS,J18,60+,Male,44,0,44,Secondary,Tap,No,N/A,32,2024,Jan,24,12,741884
1334,Northern,Arua,Arua HC IV,HC IV,Diarrhea,J18,0-5,Male,57,1,57,None,Borehole,No,N/A,25,2024,Feb,6,8,285534
1335,Central,Kampala,Kampala HC III,HC II,Pneumonia,J18,0-5,Female,69,1,69,Secondary,Tap,No,N/A,20,2024,Feb,2,4,606904
1336,Western,Mbarara,Mbarara District Hospital,HC III,Pneumonia,J18,0-5,Female,22,0,22,Primary,Tap,No,N/A,30,2024,Jan,7,3,586366
1337,Northern,Lira,Lira HC III,HC III,Diarrhea,J18,0-5,Male,53,1,53,Primary,Borehole,No,N/A,34,2024,Feb,2,4,238000
1338,Eastern,Tororo,Tororo HC III,HC IV,Hypertension,J18,60+,Male,154,3,154,None,Tap,No,N/A,49,2024,Mar,21,10,349443
1339,Northern,Lira,Lira HC IV,HC III,Diabetes,J18,20-35,Female,143,2,143,Primary,Borehole,No,N/A,10,2024,Feb,14,7,318680
