ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Farm_Size_acres,Fertilizer_Use,Household_Size,Refugee_Status,Protection_Needs,Disease,Health_Facility,ANC_Visits,Latrine_Type,Water_Distance_min,Handwashing,Main_Income,Food_Months,Savings_UGX,Coping_Strategy,GBV_Case_Type,Survivor_Gender,Support_Received,Referred,Item_Code,Item_Name,Stock,Location,KPI,Baseline,Target,Achieved,Research_Title,Methodology,P_Value,Findings
88,Central,Lira,Secondary,4.72212035725508,37,Male,1893152,River,Coffee,2024,,,,,,Malnutrition,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
89,Western,Kampala,None,1.7180669438450913,24,Male,1978996,Tap,Cassava,2023,,,,,,Diarrhea,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
90,Eastern,Arua,Primary,3.8079866371401048,33,Male,1362111,Well,Cassava,2024,,,,,,Malnutrition,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
91,Western,Lira,Secondary,6.315755721916656,54,Male,342770,River,Coffee,2023,,,,,,Diarrhea,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
92,Western,Arua,Secondary,3.994745370385914,46,Female,439947,Tap,Maize,2023,,,,,,Malaria,HCIII,2.0,,,,,,,,,,,,,,,,,,,,,,,
93,Eastern,Gulu,Primary,4.655884908824462,29,Female,810999,Well,Beans,2022,,,,,,Malnutrition,HCIII,4.0,,,,,,,,,,,,,,,,,,,,,,,
94,Eastern,Gulu,Secondary,5.372239246758394,34,Male,1064282,River,Beans,2022,,,,,,Diarrhea,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
95,Eastern,Lira,Secondary,4.099177009814793,37,Male,1513085,Well,Coffee,2023,,,,,,Malaria,Hospital,7.0,,,,,,,,,,,,,,,,,,,,,,,
96,Eastern,Arua,Primary,3.9985648388650796,43,Male,952913,Borehole,Maize,2024,,,,,,Malaria,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
97,Eastern,Kampala,University,8.485648301419165,36,Male,1084094,Borehole,Maize,2024,,,,,,Malaria,Hospital,3.0,,,,,,,,,,,,,,,,,,,,,,,
98,Western,Lira,Secondary,3.7397045558061532,64,Female,767660,Well,Beans,2022,,,,,,Malnutrition,HCIII,5.0,,,,,,,,,,,,,,,,,,,,,,,
99,Eastern,Gulu,Secondary,5.932215252485648,29,Female,1816998,Borehole,Maize,2023,,,,,,Malnutrition,HCII,3.0,,,,,,,,,,,,,,,,,,,,,,,
100,Central,Gulu,Secondary,5.275082821035964,38,Male,1024255,Well,Coffee,2022,,,,,,Diarrhea,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
101,Northern,Lira,University,9.0,59,Male,795446,River,Coffee,2023,,,,,,Malaria,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
102,Eastern,Arua,Secondary,3.7759614180005014,51,Male,1232564,Tap,Maize,2023,,,,,,Diarrhea,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
103,Eastern,Gulu,Secondary,3.846573256264004,24,Male,1381597,Well,Coffee,2022,,,,,,Diarrhea,Hospital,3.0,,,,,,,,,,,,,,,,,,,,,,,
104,Western,Arua,Secondary,2.17333787025666,62,Male,773684,Tap,Cassava,2024,,,,,,Malaria,HCIII,7.0,,,,,,,,,,,,,,,,,,,,,,,
105,Eastern,Gulu,Primary,3.0711939205679624,52,Female,1619056,Tap,Beans,2022,,,,,,Diarrhea,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
106,Eastern,Gulu,Primary,2.875251255618718,32,Female,1280488,Well,Coffee,2023,,,,,,Malnutrition,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
107,Eastern,Mbarara,Secondary,3.6370063284643335,18,Male,1305523,Borehole,Maize,2022,,,,,,Diarrhea,HCIII,0.0,,,,,,,,,,,,,,,,,,,,,,,
108,Western,Gulu,Secondary,4.118149268511942,43,Female,713676,River,Beans,2024,,,,,,Malaria,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
109,Eastern,Kampala,Secondary,2.888778989824885,52,Female,690913,Tap,Coffee,2024,,,,,,Malnutrition,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
110,Northern,Lira,Primary,3.698444952831686,42,Female,1292963,River,Beans,2023,,,,,,Malnutrition,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
111,Western,Lira,Secondary,3.71030052547169,59,Male,1181469,Tap,Maize,2022,,,,,,Diarrhea,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
112,Northern,Arua,Primary,5.594049015620952,32,Female,478652,Well,Cassava,2024,,,,,,Diarrhea,HCIII,4.0,,,,,,,,,,,,,,,,,,,,,,,
113,Western,Gulu,Secondary,4.024398699288968,39,Female,1556312,Borehole,Cassava,2022,,,,,,Malnutrition,HCIII,4.0,,,,,,,,,,,,,,,,,,,,,,,
114,Eastern,Kampala,Secondary,3.4403811589516904,23,Male,833537,River,Coffee,2024,,,,,,Diarrhea,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
115,Northern,Arua,Secondary,3.787686881265138,32,Female,201919,Tap,Cassava,2023,,,,,,Malaria,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
116,Western,Mbarara,Secondary,2.788039023455749,41,Male,1029027,Well,Coffee,2023,,,,,,Diarrhea,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
117,Central,Arua,Secondary,4.682271890702943,38,Female,340689,Well,Beans,2022,,,,,,Diarrhea,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
118,Eastern,Arua,Secondary,3.780100300220878,24,Male,1717060,Tap,Coffee,2023,,,,,,Malnutrition,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
119,Western,Gulu,Secondary,5.331252790397738,46,Male,233298,Tap,Coffee,2024,,,,,,Diarrhea,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
120,Central,Mbarara,None,0.9252525048255825,49,Female,1485801,Tap,Coffee,2023,,,,,,Diarrhea,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
121,Western,Arua,Secondary,5.584442111685647,49,Female,433725,Borehole,Cassava,2024,,,,,,Diarrhea,HCII,5.0,,,,,,,,,,,,,,,,,,,,,,,
122,Central,Kampala,Secondary,4.957455749317041,22,Male,476600,Tap,Coffee,2024,,,,,,Malaria,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
123,Eastern,Kampala,Secondary,4.228596776718344,21,Male,1358175,Tap,Maize,2023,,,,,,Diarrhea,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
124,Northern,Lira,Secondary,5.780232587350822,39,Female,1332297,Borehole,Coffee,2024,,,,,,Malaria,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
125,Central,Mbarara,University,7.752293461037209,35,Female,1024356,Well,Beans,2024,,,,,,Malaria,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
126,Western,Mbarara,University,9.0,52,Female,1010672,Tap,Maize,2022,,,,,,Malaria,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
127,Eastern,Lira,Primary,2.0905447550217957,34,Female,549525,River,Beans,2022,,,,,,Malaria,HCIII,7.0,,,,,,,,,,,,,,,,,,,,,,,
128,Central,Arua,Primary,2.5766161054584606,41,Male,471372,Well,Beans,2022,,,,,,Malnutrition,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
129,Western,Mbarara,Secondary,5.76870901101093,19,Male,1008118,River,Beans,2023,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
130,Western,Kampala,Primary,0.9564621881648876,30,Male,736208,Tap,Maize,2022,,,,,,Diarrhea,HCII,5.0,,,,,,,,,,,,,,,,,,,,,,,
131,Western,Kampala,Secondary,5.516943563232562,32,Female,1780296,Borehole,Maize,2024,,,,,,Malaria,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
132,Central,Gulu,University,7.239302757681471,22,Female,1705367,Borehole,Cassava,2023,,,,,,Diarrhea,HCIII,5.0,,,,,,,,,,,,,,,,,,,,,,,
133,Central,Mbarara,Primary,1.6117892445527522,20,Male,1883371,Borehole,Maize,2023,,,,,,Malaria,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
134,Central,Arua,Primary,1.1369603414488785,54,Male,1641229,Tap,Coffee,2023,,,,,,Malnutrition,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
135,Northern,Lira,Primary,1.827510526869716,54,Male,1582445,Tap,Beans,2023,,,,,,Malaria,Hospital,2.0,,,,,,,,,,,,,,,,,,,,,,,
136,Central,Lira,Secondary,1.9151804276744282,54,Male,1997511,River,Cassava,2024,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
137,Central,Arua,Secondary,3.7104605563084965,20,Male,1937846,Borehole,Maize,2024,,,,,,Malnutrition,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
138,Central,Gulu,Primary,3.1225563333425814,52,Male,846052,Tap,Beans,2022,,,,,,Malaria,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
139,Northern,Lira,University,6.323699359031172,40,Female,361298,Well,Maize,2023,,,,,,Diarrhea,HCIII,2.0,,,,,,,,,,,,,,,,,,,,,,,
140,Central,Mbarara,Secondary,5.588312701433808,45,Male,404222,Tap,Cassava,2022,,,,,,Malaria,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
141,Western,Gulu,None,2.8599476027252875,47,Male,521243,Tap,Maize,2024,,,,,,Malaria,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
142,Central,Mbarara,Secondary,5.475644482625775,35,Male,1361133,Well,Maize,2023,,,,,,Malaria,HCIII,6.0,,,,,,,,,,,,,,,,,,,,,,,
143,Western,Kampala,Secondary,4.430640910264366,53,Male,742301,Borehole,Beans,2024,,,,,,Malnutrition,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
144,Western,Gulu,Primary,0.2,50,Male,1794310,Well,Coffee,2022,,,,,,Malaria,Hospital,7.0,,,,,,,,,,,,,,,,,,,,,,,
145,Western,Lira,None,0.49630250796739406,43,Male,1091641,Borehole,Maize,2024,,,,,,Malaria,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
146,Northern,Gulu,None,1.057961473225613,57,Male,696409,Well,Cassava,2023,,,,,,Diarrhea,HCIII,2.0,,,,,,,,,,,,,,,,,,,,,,,
147,Northern,Gulu,Primary,1.6061323504951892,34,Female,925735,River,Maize,2023,,,,,,Malaria,HCIII,5.0,,,,,,,,,,,,,,,,,,,,,,,
148,Northern,Gulu,University,6.660494524513429,57,Male,1180013,Borehole,Maize,2022,,,,,,Malaria,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
149,Central,Gulu,University,8.410067468693379,24,Female,1875125,Tap,Coffee,2023,,,,,,Malaria,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
150,Western,Mbarara,Primary,0.8542234704846818,25,Female,462701,River,Beans,2024,,,,,,Malaria,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
151,Northern,Kampala,Primary,4.311692056119027,48,Female,1941325,Borehole,Cassava,2024,,,,,,Diarrhea,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
152,Northern,Arua,Primary,3.384726421754137,29,Male,903060,Borehole,Beans,2024,,,,,,Diarrhea,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
153,Central,Gulu,Primary,2.7682168082776957,48,Male,330878,Borehole,Beans,2024,,,,,,Malnutrition,HCIII,6.0,,,,,,,,,,,,,,,,,,,,,,,
154,Northern,Lira,University,6.086383444259236,61,Male,823431,Well,Beans,2022,,,,,,Malaria,HCII,5.0,,,,,,,,,,,,,,,,,,,,,,,
155,Central,Gulu,Primary,1.6260496545085745,36,Male,748866,Borehole,Maize,2024,,,,,,Malnutrition,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
156,Eastern,Lira,Primary,0.8737822854112602,27,Male,1847643,Tap,Coffee,2022,,,,,,Malnutrition,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
157,Northern,Mbarara,Primary,4.216765480314387,56,Male,864956,Borehole,Maize,2024,,,,,,Malaria,HCIII,5.0,,,,,,,,,,,,,,,,,,,,,,,
158,Eastern,Lira,Secondary,5.737611560074042,29,Male,796822,Tap,Cassava,2022,,,,,,Diarrhea,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
159,Central,Arua,Primary,1.0937153714167178,37,Male,996561,Tap,Coffee,2024,,,,,,Diarrhea,HCII,3.0,,,,,,,,,,,,,,,,,,,,,,,
160,Western,Kampala,Secondary,3.647372005093799,54,Male,656610,Tap,Beans,2024,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
161,Northern,Lira,Primary,2.933144769231909,58,Male,397118,River,Coffee,2022,,,,,,Malaria,HCIII,7.0,,,,,,,,,,,,,,,,,,,,,,,
162,Central,Lira,Secondary,3.9004908618277923,24,Female,998028,Tap,Cassava,2023,,,,,,Diarrhea,HCII,3.0,,,,,,,,,,,,,,,,,,,,,,,
163,Western,Kampala,Secondary,2.2813252429681823,31,Male,789643,Well,Maize,2023,,,,,,Malaria,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
164,Western,Arua,Primary,1.8422272394443118,28,Male,737262,Borehole,Maize,2023,,,,,,Malaria,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
165,Eastern,Gulu,Secondary,6.1510342980200186,24,Male,1446321,Well,Beans,2022,,,,,,Malaria,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
166,Central,Lira,University,6.210021409585556,46,Female,1499942,River,Maize,2023,,,,,,Diarrhea,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
167,Western,Kampala,University,6.636532663297793,27,Male,1637514,Borehole,Maize,2023,,,,,,Malnutrition,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
168,Northern,Mbarara,Secondary,3.0548225759646197,46,Male,686649,Tap,Cassava,2022,,,,,,Malnutrition,HCIII,4.0,,,,,,,,,,,,,,,,,,,,,,,
169,Northern,Kampala,Secondary,4.787762985283749,26,Female,1056634,Borehole,Coffee,2023,,,,,,Malaria,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
170,Eastern,Mbarara,University,6.915151799024583,53,Male,274442,River,Maize,2023,,,,,,Diarrhea,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
171,Western,Arua,Secondary,3.4579802584430217,27,Female,877178,River,Cassava,2023,,,,,,Malaria,HCIII,5.0,,,,,,,,,,,,,,,,,,,,,,,
172,Central,Gulu,None,0.2,36,Female,1828462,Well,Cassava,2022,,,,,,Diarrhea,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
173,Northern,Kampala,University,8.204543374010875,48,Female,333726,Borehole,Beans,2022,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
174,Western,Lira,Primary,0.8944565933589197,34,Female,758046,Borehole,Cassava,2023,,,,,,Diarrhea,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
175,Western,Arua,Secondary,4.703815695589555,26,Male,327309,Borehole,Beans,2023,,,,,,Diarrhea,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
176,Eastern,Kampala,Primary,0.3461207552884269,62,Female,890288,Well,Maize,2022,,,,,,Malnutrition,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
177,Northern,Lira,None,1.9072116830123824,50,Female,713644,River,Beans,2023,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
178,Northern,Kampala,Primary,3.4702988872600606,51,Male,384681,Tap,Cassava,2022,,,,,,Malnutrition,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
179,Central,Mbarara,Secondary,5.294783711639914,62,Male,1803416,Borehole,Coffee,2023,,,,,,Malnutrition,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
180,Northern,Kampala,Primary,2.338791531430132,41,Male,603552,Well,Coffee,2022,,,,,,Diarrhea,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
181,Central,Kampala,Primary,4.084003605563696,26,Female,1557757,Well,Maize,2024,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
182,Northern,Kampala,Primary,4.807791694996068,24,Male,347278,Tap,Maize,2024,,,,,,Diarrhea,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
183,Eastern,Arua,Secondary,3.878376863954037,33,Female,1807695,River,Coffee,2022,,,,,,Diarrhea,HCIII,2.0,,,,,,,,,,,,,,,,,,,,,,,
184,Northern,Kampala,University,6.3489949698700725,36,Female,1292139,Borehole,Beans,2024,,,,,,Diarrhea,Hospital,2.0,,,,,,,,,,,,,,,,,,,,,,,
185,Central,Lira,Secondary,4.349177260344936,56,Male,1266937,Borehole,Maize,2023,,,,,,Malaria,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
186,Central,Mbarara,Secondary,3.722319854105793,23,Male,1323045,Well,Cassava,2022,,,,,,Malaria,Hospital,2.0,,,,,,,,,,,,,,,,,,,,,,,
187,Eastern,Mbarara,University,6.1761298039898795,28,Male,1769157,River,Maize,2022,,,,,,Diarrhea,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
188,Northern,Kampala,Secondary,3.6632614597584907,29,Male,1759147,Borehole,Beans,2023,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
189,Northern,Arua,Primary,4.215756008006245,59,Male,750104,Tap,Maize,2023,,,,,,Diarrhea,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
190,Eastern,Arua,Primary,3.271881995035432,30,Male,1919555,River,Cassava,2022,,,,,,Malaria,HCIII,0.0,,,,,,,,,,,,,,,,,,,,,,,
191,Northern,Lira,Primary,2.019053872741909,29,Female,434295,River,Cassava,2023,,,,,,Malaria,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
192,Northern,Kampala,Primary,0.2,38,Female,816767,Well,Cassava,2022,,,,,,Malnutrition,HCIII,4.0,,,,,,,,,,,,,,,,,,,,,,,
193,Central,Mbarara,Secondary,2.655535506393533,27,Male,226819,Well,Beans,2023,,,,,,Diarrhea,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
194,Northern,Arua,Secondary,4.703429082601878,37,Female,1240801,Borehole,Beans,2022,,,,,,Malnutrition,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
195,Northern,Kampala,Primary,0.3784440586111826,53,Female,1633050,Well,Cassava,2023,,,,,,Malnutrition,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
196,Eastern,Arua,Secondary,4.492993527451956,45,Female,208798,River,Cassava,2023,,,,,,Diarrhea,HCIII,6.0,,,,,,,,,,,,,,,,,,,,,,,
197,Eastern,Arua,Secondary,3.1344362751349744,41,Female,880503,Borehole,Beans,2024,,,,,,Diarrhea,HCIII,5.0,,,,,,,,,,,,,,,,,,,,,,,
198,Western,Mbarara,Primary,2.5918057745806733,22,Female,1036127,Borehole,Beans,2024,,,,,,Malaria,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
199,Central,Gulu,University,6.863856301334143,54,Female,1674539,River,Beans,2024,,,,,,Diarrhea,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
200,Northern,Lira,Secondary,4.3205899338907106,29,Male,1902408,Borehole,Coffee,2023,,,,,,Malnutrition,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
201,Northern,Lira,Primary,2.1055781529214794,52,Male,1925118,Tap,Beans,2022,,,,,,Malnutrition,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
202,Western,Mbarara,Secondary,3.772714374392268,57,Male,1502376,Tap,Cassava,2023,,,,,,Diarrhea,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
203,Northern,Arua,Secondary,3.4792095810635617,19,Female,733703,Borehole,Coffee,2024,,,,,,Malnutrition,Hospital,2.0,,,,,,,,,,,,,,,,,,,,,,,
204,Central,Kampala,Secondary,4.68389231724189,58,Male,1656800,Well,Beans,2023,,,,,,Malaria,HCIII,7.0,,,,,,,,,,,,,,,,,,,,,,,
205,Western,Arua,Secondary,5.0051926747809485,62,Male,1860502,Tap,Cassava,2024,,,,,,Malnutrition,Hospital,7.0,,,,,,,,,,,,,,,,,,,,,,,
206,Central,Mbarara,Secondary,2.981027477463874,56,Male,1791316,Borehole,Maize,2024,,,,,,Malaria,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
207,Western,Lira,Secondary,4.148371527707731,59,Female,1705867,Tap,Coffee,2022,,,,,,Malnutrition,HCIII,7.0,,,,,,,,,,,,,,,,,,,,,,,
208,Western,Arua,Primary,2.696582073487738,26,Male,1649912,Well,Cassava,2022,,,,,,Malaria,HCIII,1.0,,,,,,,,,,,,,,,,,,,,,,,
209,Eastern,Lira,Primary,2.683771134623042,39,Female,1968321,River,Maize,2024,,,,,,Malaria,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
210,Central,Kampala,None,1.3667696195965178,64,Male,834493,Borehole,Cassava,2024,,,,,,Diarrhea,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
211,Northern,Lira,Secondary,3.797965189654776,22,Male,1266746,Borehole,Beans,2023,,,,,,Malaria,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
212,Northern,Lira,Primary,2.779030425462539,29,Male,216259,Borehole,Beans,2024,,,,,,Diarrhea,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
213,Central,Gulu,University,7.41802871098362,18,Female,484243,Borehole,Maize,2023,,,,,,Malnutrition,HCII,4.0,,,,,,,,,,,,,,,,,,,,,,,
214,Northern,Gulu,Secondary,4.341036655822564,61,Female,1389297,Borehole,Beans,2024,,,,,,Malnutrition,HCII,5.0,,,,,,,,,,,,,,,,,,,,,,,
215,Northern,Gulu,University,7.305939836533724,39,Female,1377970,Borehole,Cassava,2022,,,,,,Malnutrition,Hospital,7.0,,,,,,,,,,,,,,,,,,,,,,,
216,Central,Lira,University,7.790353411037507,55,Female,1213295,Well,Maize,2022,,,,,,Malaria,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
217,Western,Mbarara,University,4.949059642104732,36,Female,1569978,River,Cassava,2024,,,,,,Malnutrition,Hospital,6.0,,,,,,,,,,,,,,,,,,,,,,,
218,Central,Lira,University,7.743463841865367,33,Male,1420685,Well,Cassava,2023,,,,,,Malnutrition,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
219,Western,Mbarara,Secondary,4.542427765221275,48,Male,1522525,Well,Cassava,2023,,,,,,Diarrhea,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
220,Northern,Mbarara,Secondary,3.0883746722612733,20,Female,1757788,River,Beans,2023,,,,,,Diarrhea,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
221,Northern,Gulu,Primary,3.3024708823196884,40,Female,1503175,Well,Beans,2024,,,,,,Malnutrition,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
222,Northern,Arua,Primary,2.1016790939760384,59,Male,1291723,Tap,Cassava,2024,,,,,,Malnutrition,HCII,3.0,,,,,,,,,,,,,,,,,,,,,,,
223,Eastern,Kampala,Secondary,3.938033563681447,35,Female,274280,Well,Coffee,2022,,,,,,Malaria,HCIII,2.0,,,,,,,,,,,,,,,,,,,,,,,
224,Western,Gulu,Secondary,3.692320217534338,43,Male,1425701,Borehole,Cassava,2022,,,,,,Malaria,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
225,Eastern,Gulu,Primary,2.8023988442382244,30,Female,568921,Tap,Cassava,2024,,,,,,Malnutrition,HCIII,1.0,,,,,,,,,,,,,,,,,,,,,,,
226,Eastern,Arua,Secondary,3.414646857487947,35,Male,1870705,Tap,Maize,2022,,,,,,Diarrhea,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
227,Central,Kampala,University,7.701474629947786,20,Female,1733185,River,Cassava,2023,,,,,,Malnutrition,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
228,Eastern,Lira,Secondary,4.061137412805328,40,Female,1897590,Well,Beans,2023,,,,,,Malaria,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
229,Central,Lira,Secondary,3.835797516512063,20,Male,590503,Well,Maize,2024,,,,,,Diarrhea,HCIII,2.0,,,,,,,,,,,,,,,,,,,,,,,
230,Central,Gulu,University,7.55287567761397,42,Male,276215,Tap,Coffee,2023,,,,,,Diarrhea,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
231,Eastern,Kampala,University,6.48044323768092,44,Female,1885773,Well,Maize,2024,,,,,,Malaria,HCII,2.0,,,,,,,,,,,,,,,,,,,,,,,
232,Western,Gulu,Secondary,5.1481768253623015,61,Female,1606085,Well,Coffee,2023,,,,,,Malnutrition,HCIII,3.0,,,,,,,,,,,,,,,,,,,,,,,
233,Western,Mbarara,University,7.779592950840866,44,Male,1521705,River,Maize,2024,,,,,,Malnutrition,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
234,Western,Gulu,University,5.465196161781023,56,Female,1523111,Tap,Maize,2023,,,,,,Malnutrition,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
235,Western,Gulu,University,7.9092602022229235,42,Male,729149,Borehole,Coffee,2023,,,,,,Malaria,Hospital,1.0,,,,,,,,,,,,,,,,,,,,,,,
236,Western,Lira,Primary,1.0379640284981144,41,Male,461968,Tap,Beans,2022,,,,,,Diarrhea,Hospital,3.0,,,,,,,,,,,,,,,,,,,,,,,
237,Eastern,Lira,Secondary,5.371580526882511,25,Female,1955864,River,Beans,2022,,,,,,Malaria,Hospital,0.0,,,,,,,,,,,,,,,,,,,,,,,
238,Eastern,Lira,Primary,4.528357192230239,26,Male,496508,River,Beans,2022,,,,,,Malnutrition,Hospital,5.0,,,,,,,,,,,,,,,,,,,,,,,
239,Northern,Mbarara,None,2.0748344382691313,63,Male,544543,River,Maize,2022,,,,,,Malaria,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
240,Western,Lira,Secondary,2.043019355300327,54,Female,1738827,Well,Cassava,2022,,,,,,Diarrhea,HCII,1.0,,,,,,,,,,,,,,,,,,,,,,,
241,Eastern,Kampala,Secondary,5.263565719386019,47,Male,714060,Tap,Maize,2022,,,,,,Malaria,Hospital,2.0,,,,,,,,,,,,,,,,,,,,,,,
242,Northern,Arua,University,9.0,36,Male,424402,Well,Cassava,2024,,,,,,Malnutrition,Hospital,4.0,,,,,,,,,,,,,,,,,,,,,,,
243,Western,Kampala,Primary,2.196968359001971,33,Male,767211,Well,Cassava,2024,,,,,,Diarrhea,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
244,Central,Kampala,University,6.76529667997011,41,Male,1125423,Tap,Beans,2022,,,,,,Malaria,HCIII,1.0,,,,,,,,,,,,,,,,,,,,,,,
245,Northern,Lira,Secondary,3.011513278073568,61,Female,1435544,River,Cassava,2024,,,,,,Malaria,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
246,Eastern,Arua,Secondary,4.51207941881967,38,Male,701854,Borehole,Maize,2022,,,,,,Diarrhea,HCII,0.0,,,,,,,,,,,,,,,,,,,,,,,
247,Central,Arua,University,8.069177182543129,53,Female,1596538,Borehole,Maize,2024,,,,,,Diarrhea,HCII,6.0,,,,,,,,,,,,,,,,,,,,,,,
248,Central,Arua,Secondary,4.897737128149454,57,Male,890200,Tap,Beans,2023,,,,,,Malnutrition,HCII,7.0,,,,,,,,,,,,,,,,,,,,,,,
